año,token_principal,ngrama,freq_conjunta
2018,ampliar,modernizar,48
2018,ampliar,además,44
2018,ampliar,ley,40
2000,américa,latina,11
2000,américa,países,5
2000,américa,internet,4
2000,américa,primer,4
2000,américa,desarrollo,3
2003,américa,latina,11
2003,américa,países,5
2003,américa,internet,4
2003,américa,primer,4
2003,américa,desarrollo,3
2004,américa,latina,11
2004,américa,países,5
2004,américa,internet,4
2004,américa,primer,4
2004,américa,desarrollo,3
2006,américa,latina,11
2006,américa,países,5
2006,américa,internet,4
2006,américa,primer,4
2006,américa,desarrollo,3
2007,américa,latina,11
2007,américa,países,5
2007,américa,internet,4
2007,américa,primer,4
2007,américa,desarrollo,3
2012,américa,latina,11
2012,américa,países,5
2012,américa,internet,4
2012,américa,primer,4
2012,américa,desarrollo,3
2016,américa,latina,11
2016,américa,países,5
2016,américa,internet,4
2016,américa,primer,4
2016,américa,desarrollo,3
2019,américa,latina,11
2019,américa,países,5
2019,américa,internet,4
2019,américa,primer,4
2019,américa,desarrollo,3
2020,américa,latina,11
2020,américa,países,5
2020,américa,internet,4
2020,américa,primer,4
2020,américa,desarrollo,3
2023,américa,latina,11
2023,américa,países,5
2023,américa,internet,4
2023,américa,primer,4
2023,américa,desarrollo,3
2025,américa,latina,11
2025,américa,países,5
2025,américa,internet,4
2025,américa,primer,4
2025,américa,desarrollo,3
2004,ancha,banda,27
2004,ancha,internet,21
2004,ancha,escuelas,12
2004,ancha,localidades,12
2004,ancha,telecomunicaciones,12
2009,ancha,banda,9
2009,ancha,internet,7
2009,ancha,escuelas,4
2009,ancha,localidades,4
2009,ancha,telecomunicaciones,4
2010,ancha,banda,9
2010,ancha,internet,7
2010,ancha,escuelas,4
2010,ancha,localidades,4
2010,ancha,telecomunicaciones,4
2011,ancha,banda,9
2011,ancha,internet,7
2011,ancha,escuelas,4
2011,ancha,localidades,4
2011,ancha,telecomunicaciones,4
2012,ancha,banda,27
2012,ancha,internet,21
2012,ancha,escuelas,12
2012,ancha,localidades,12
2012,ancha,telecomunicaciones,12
2000,antofagasta,litio,4
2000,antofagasta,regiones,4
2000,antofagasta,producción,3
2000,antofagasta,además,2
2000,antofagasta,alta,2
2001,antofagasta,litio,4
2001,antofagasta,regiones,4
2001,antofagasta,producción,3
2001,antofagasta,además,2
2001,antofagasta,alta,2
2004,antofagasta,litio,4
2004,antofagasta,regiones,4
2004,antofagasta,producción,3
2004,antofagasta,además,2
2004,antofagasta,alta,2
2024,antofagasta,litio,8
2024,antofagasta,regiones,8
2024,antofagasta,producción,6
2024,antofagasta,además,4
2024,antofagasta,alta,4
2015,anunciamos,agua,3
2015,anunciamos,plan,3
2015,anunciamos,cable,2
2015,anunciamos,comunas,2
2015,anunciamos,digital,2
2021,anunciamos,agua,6
2021,anunciamos,plan,6
2021,anunciamos,cable,4
2021,anunciamos,comunas,4
2021,anunciamos,digital,4
2024,anunciamos,agua,6
2024,anunciamos,plan,6
2024,anunciamos,cable,4
2024,anunciamos,comunas,4
2024,anunciamos,digital,4
2006,apoyar,vamos,8
2006,apoyar,desarrollo,6
2006,apoyar,acceso,4
2006,apoyar,cultura,3
2006,apoyar,deporte,3
2007,apoyar,vamos,8
2007,apoyar,desarrollo,6
2007,apoyar,acceso,4
2007,apoyar,cultura,3
2007,apoyar,deporte,3
2008,apoyar,vamos,8
2008,apoyar,desarrollo,6
2008,apoyar,acceso,4
2008,apoyar,cultura,3
2008,apoyar,deporte,3
2014,apoyar,vamos,8
2014,apoyar,desarrollo,6
2014,apoyar,acceso,4
2014,apoyar,cultura,3
2014,apoyar,deporte,3
2017,apoyar,vamos,8
2017,apoyar,desarrollo,6
2017,apoyar,acceso,4
2017,apoyar,cultura,3
2017,apoyar,deporte,3
2018,apoyar,vamos,8
2018,apoyar,desarrollo,6
2018,apoyar,acceso,4
2018,apoyar,cultura,3
2018,apoyar,deporte,3
2023,apoyar,vamos,16
2023,apoyar,desarrollo,12
2023,apoyar,acceso,8
2023,apoyar,cultura,6
2023,apoyar,deporte,6
1993,apoyo,innovación,6
1993,apoyo,programas,6
1993,apoyo,emprendimiento,5
1993,apoyo,región,5
1993,apoyo,productores,4
1996,apoyo,innovación,6
1996,apoyo,programas,6
1996,apoyo,emprendimiento,5
1996,apoyo,región,5
1996,apoyo,productores,4
2000,apoyo,innovación,6
2000,apoyo,programas,6
2000,apoyo,emprendimiento,5
2000,apoyo,región,5
2000,apoyo,productores,4
2004,apoyo,innovación,6
2004,apoyo,programas,6
2004,apoyo,emprendimiento,5
2004,apoyo,región,5
2004,apoyo,productores,4
2006,apoyo,innovación,6
2006,apoyo,programas,6
2006,apoyo,emprendimiento,5
2006,apoyo,región,5
2006,apoyo,productores,4
2007,apoyo,innovación,6
2007,apoyo,programas,6
2007,apoyo,emprendimiento,5
2007,apoyo,región,5
2007,apoyo,productores,4
2008,apoyo,innovación,6
2008,apoyo,programas,6
2008,apoyo,emprendimiento,5
2008,apoyo,región,5
2008,apoyo,productores,4
2009,apoyo,innovación,6
2009,apoyo,programas,6
2009,apoyo,emprendimiento,5
2009,apoyo,región,5
2009,apoyo,productores,4
2014,apoyo,innovación,6
2014,apoyo,programas,6
2014,apoyo,emprendimiento,5
2014,apoyo,región,5
2014,apoyo,productores,4
2016,apoyo,innovación,6
2016,apoyo,programas,6
2016,apoyo,emprendimiento,5
2016,apoyo,región,5
2016,apoyo,productores,4
2018,apoyo,innovación,6
2018,apoyo,programas,6
2018,apoyo,emprendimiento,5
2018,apoyo,región,5
2018,apoyo,productores,4
2023,apoyo,innovación,6
2023,apoyo,programas,6
2023,apoyo,emprendimiento,5
2023,apoyo,región,5
2023,apoyo,productores,4
2006,aprender,puedan,5
2006,aprender,educación,4
2006,aprender,mujeres,3
2006,aprender,niños,3
2006,aprender,altísimo,2
2007,aprender,puedan,15
2007,aprender,educación,12
2007,aprender,mujeres,9
2007,aprender,niños,9
2007,aprender,altísimo,6
2024,aprender,puedan,5
2024,aprender,educación,4
2024,aprender,mujeres,3
2024,aprender,niños,3
2024,aprender,altísimo,2
2012,aprobamos,enfermedades,8
2012,aprobamos,ley,8
2012,aprobamos,penas,8
2012,aprobamos,auge,6
2012,aprobamos,construir,6
2013,aprobamos,enfermedades,8
2013,aprobamos,ley,8
2013,aprobamos,penas,8
2013,aprobamos,auge,6
2013,aprobamos,construir,6
2019,aprobamos,enfermedades,4
2019,aprobamos,ley,4
2019,aprobamos,penas,4
2019,aprobamos,auge,3
2019,aprobamos,construir,3
2007,aquellas,dólares,3
2007,aquellas,pymes,3
2007,aquellas,además,2
2007,aquellas,cobre,2
2007,aquellas,codelco,2
2009,aquellas,dólares,3
2009,aquellas,pymes,3
2009,aquellas,además,2
2009,aquellas,cobre,2
2009,aquellas,codelco,2
2014,aquellas,dólares,3
2014,aquellas,pymes,3
2014,aquellas,además,2
2014,aquellas,cobre,2
2014,aquellas,codelco,2
2022,aquellas,dólares,3
2022,aquellas,pymes,3
2022,aquellas,además,2
2022,aquellas,cobre,2
2022,aquellas,codelco,2
2023,aquellas,dólares,3
2023,aquellas,pymes,3
2023,aquellas,además,2
2023,aquellas,cobre,2
2023,aquellas,codelco,2
2024,aquellas,dólares,3
2024,aquellas,pymes,3
2024,aquellas,además,2
2024,aquellas,cobre,2
2024,aquellas,codelco,2
2012,aquellos,países,9
2012,aquellos,calidad,7
2012,aquellos,vamos,6
2012,aquellos,demostrado,5
2012,aquellos,fuerzas,5
2014,aquellos,países,9
2014,aquellos,calidad,7
2014,aquellos,vamos,6
2014,aquellos,demostrado,5
2014,aquellos,fuerzas,5
2018,aquellos,países,36
2018,aquellos,calidad,28
2018,aquellos,vamos,24
2018,aquellos,demostrado,20
2018,aquellos,fuerzas,20
2020,aquellos,países,27
2020,aquellos,calidad,21
2020,aquellos,vamos,18
2020,aquellos,demostrado,15
2020,aquellos,fuerzas,15
2002,aquí,desarrollo,10
2002,aquí,vamos,9
2002,aquí,educación,7
2002,aquí,cultura,5
2002,aquí,ello,5
2003,aquí,desarrollo,10
2003,aquí,vamos,9
2003,aquí,educación,7
2003,aquí,cultura,5
2003,aquí,ello,5
2005,aquí,desarrollo,10
2005,aquí,vamos,9
2005,aquí,educación,7
2005,aquí,cultura,5
2005,aquí,ello,5
2006,aquí,desarrollo,10
2006,aquí,vamos,9
2006,aquí,educación,7
2006,aquí,cultura,5
2006,aquí,ello,5
2007,aquí,desarrollo,20
2007,aquí,vamos,18
2007,aquí,educación,14
2007,aquí,cultura,10
2007,aquí,ello,10
2008,aquí,desarrollo,40
2008,aquí,vamos,36
2008,aquí,educación,28
2008,aquí,cultura,20
2008,aquí,ello,20
2009,aquí,desarrollo,10
2009,aquí,vamos,9
2009,aquí,educación,7
2009,aquí,cultura,5
2009,aquí,ello,5
2011,aquí,desarrollo,10
2011,aquí,vamos,9
2011,aquí,educación,7
2011,aquí,cultura,5
2011,aquí,ello,5
2015,aquí,desarrollo,20
2015,aquí,vamos,18
2015,aquí,educación,14
2015,aquí,cultura,10
2015,aquí,ello,10
2018,aquí,desarrollo,10
2018,aquí,vamos,9
2018,aquí,educación,7
2018,aquí,cultura,5
2018,aquí,ello,5
2023,aquí,desarrollo,10
2023,aquí,vamos,9
2023,aquí,educación,7
2023,aquí,cultura,5
2023,aquí,ello,5
2024,aquí,desarrollo,30
2024,aquí,vamos,27
2024,aquí,educación,21
2024,aquí,cultura,15
2024,aquí,ello,15
2004,araucanía,vamos,7
2004,araucanía,regiones,6
2004,araucanía,bío,4
2004,araucanía,desarrollo,4
2004,araucanía,especial,4
2007,araucanía,vamos,14
2007,araucanía,regiones,12
2007,araucanía,bío,8
2007,araucanía,desarrollo,8
2007,araucanía,especial,8
2015,araucanía,vamos,7
2015,araucanía,regiones,6
2015,araucanía,bío,4
2015,araucanía,desarrollo,4
2015,araucanía,especial,4
2018,araucanía,vamos,7
2018,araucanía,regiones,6
2018,araucanía,bío,4
2018,araucanía,desarrollo,4
2018,araucanía,especial,4
2021,araucanía,vamos,7
2021,araucanía,regiones,6
2021,araucanía,bío,4
2021,araucanía,desarrollo,4
2021,araucanía,especial,4
2007,arauco,construcción,27
2007,arauco,plan,21
2007,arauco,arauco,18
2007,arauco,carretera,18
2007,arauco,temuco,12
2009,arauco,construcción,9
2009,arauco,plan,7
2009,arauco,arauco,6
2009,arauco,carretera,6
2009,arauco,temuco,4
2021,arauco,construcción,9
2021,arauco,plan,7
2021,arauco,arauco,6
2021,arauco,carretera,6
2021,arauco,temuco,4
2007,archipiélago,fernández,3
2007,archipiélago,juan,3
2007,archipiélago,km2,3
2007,archipiélago,protegidas,3
2007,archipiélago,áreas,3
2010,archipiélago,fernández,3
2010,archipiélago,juan,3
2010,archipiélago,km2,3
2010,archipiélago,protegidas,3
2010,archipiélago,áreas,3
2017,archipiélago,fernández,3
2017,archipiélago,juan,3
2017,archipiélago,km2,3
2017,archipiélago,protegidas,3
2017,archipiélago,áreas,3
2024,archipiélago,fernández,3
2024,archipiélago,juan,3
2024,archipiélago,km2,3
2024,archipiélago,protegidas,3
2024,archipiélago,áreas,3
2025,archipiélago,fernández,3
2025,archipiélago,juan,3
2025,archipiélago,km2,3
2025,archipiélago,protegidas,3
2025,archipiélago,áreas,3
2006,argentina,vamos,13
2006,argentina,calidad,6
2006,argentina,mejorar,6
2006,argentina,comercio,5
2006,argentina,fuerzas,5
2007,argentina,vamos,13
2007,argentina,calidad,6
2007,argentina,mejorar,6
2007,argentina,comercio,5
2007,argentina,fuerzas,5
2018,argentina,vamos,26
2018,argentina,calidad,12
2018,argentina,mejorar,12
2018,argentina,comercio,10
2018,argentina,fuerzas,10
2019,argentina,vamos,39
2019,argentina,calidad,18
2019,argentina,mejorar,18
2019,argentina,comercio,15
2019,argentina,fuerzas,15
2004,arica,digital,7
2004,arica,mundo,6
2004,arica,puerto,6
2004,arica,además,4
2004,arica,congreso,4
2006,arica,digital,7
2006,arica,mundo,6
2006,arica,puerto,6
2006,arica,además,4
2006,arica,congreso,4
2012,arica,digital,7
2012,arica,mundo,6
2012,arica,puerto,6
2012,arica,además,4
2012,arica,congreso,4
2018,arica,digital,14
2018,arica,mundo,12
2018,arica,puerto,12
2018,arica,además,8
2018,arica,congreso,8
2019,arica,digital,7
2019,arica,mundo,6
2019,arica,puerto,6
2019,arica,además,4
2019,arica,congreso,4
2003,armadas,fuerzas,24
2003,armadas,vamos,24
2003,armadas,calidad,20
2003,armadas,mejorar,16
2003,armadas,civil,14
2011,armadas,fuerzas,24
2011,armadas,vamos,24
2011,armadas,calidad,20
2011,armadas,mejorar,16
2011,armadas,civil,14
2018,armadas,fuerzas,120
2018,armadas,vamos,120
2018,armadas,calidad,100
2018,armadas,mejorar,80
2018,armadas,civil,70
2024,armadas,fuerzas,24
2024,armadas,vamos,24
2024,armadas,calidad,20
2024,armadas,mejorar,16
2024,armadas,civil,14
2018,artificial,inteligencia,30
2018,artificial,artificial,16
2018,artificial,personas,8
2018,artificial,productividad,8
2018,artificial,puede,8
2023,artificial,inteligencia,60
2023,artificial,artificial,32
2023,artificial,personas,16
2023,artificial,productividad,16
2023,artificial,puede,16
2024,artificial,inteligencia,210
2024,artificial,artificial,112
2024,artificial,personas,56
2024,artificial,productividad,56
2024,artificial,puede,56
2025,artificial,inteligencia,120
2025,artificial,artificial,64
2025,artificial,personas,32
2025,artificial,productividad,32
2025,artificial,puede,32
2012,asegurar,desarrollo,10
2012,asegurar,comunales,6
2012,asegurar,gobiernos,6
2012,asegurar,nuevo,6
2012,asegurar,regionales,6
2013,asegurar,desarrollo,10
2013,asegurar,comunales,6
2013,asegurar,gobiernos,6
2013,asegurar,nuevo,6
2013,asegurar,regionales,6
2016,asegurar,desarrollo,10
2016,asegurar,comunales,6
2016,asegurar,gobiernos,6
2016,asegurar,nuevo,6
2016,asegurar,regionales,6
2018,asegurar,desarrollo,30
2018,asegurar,comunales,18
2018,asegurar,gobiernos,18
2018,asegurar,nuevo,18
2018,asegurar,regionales,18
2023,asegurar,desarrollo,10
2023,asegurar,comunales,6
2023,asegurar,gobiernos,6
2023,asegurar,nuevo,6
2023,asegurar,regionales,6
2025,asegurar,desarrollo,10
2025,asegurar,comunales,6
2025,asegurar,gobiernos,6
2025,asegurar,nuevo,6
2025,asegurar,regionales,6
2018,asia,puerto,9
2018,asia,fibra,8
2018,asia,óptica,8
2018,asia,digital,7
2018,asia,cable,6
2019,asia,puerto,9
2019,asia,fibra,8
2019,asia,óptica,8
2019,asia,digital,7
2019,asia,cable,6
2020,asia,puerto,9
2020,asia,fibra,8
2020,asia,óptica,8
2020,asia,digital,7
2020,asia,cable,6
2021,asia,puerto,9
2021,asia,fibra,8
2021,asia,óptica,8
2021,asia,digital,7
2021,asia,cable,6
2024,asia,puerto,9
2024,asia,fibra,8
2024,asia,óptica,8
2024,asia,digital,7
2024,asia,cable,6
1993,asimismo,nuevos,3
1993,asimismo,agenda,2
1993,asimismo,conocimiento,2
1993,asimismo,defensa,2
1993,asimismo,emprendimientos,2
2003,asimismo,nuevos,3
2003,asimismo,agenda,2
2003,asimismo,conocimiento,2
2003,asimismo,defensa,2
2003,asimismo,emprendimientos,2
2010,asimismo,nuevos,6
2010,asimismo,agenda,4
2010,asimismo,conocimiento,4
2010,asimismo,defensa,4
2010,asimismo,emprendimientos,4
2011,asimismo,nuevos,3
2011,asimismo,agenda,2
2011,asimismo,conocimiento,2
2011,asimismo,defensa,2
2011,asimismo,emprendimientos,2
2022,asimismo,nuevos,3
2022,asimismo,agenda,2
2022,asimismo,conocimiento,2
2022,asimismo,defensa,2
2022,asimismo,emprendimientos,2
2007,atacama,además,5
2007,atacama,litio,4
2007,atacama,producción,4
2007,atacama,desierto,3
2007,atacama,ejemplo,3
2009,atacama,además,5
2009,atacama,litio,4
2009,atacama,producción,4
2009,atacama,desierto,3
2009,atacama,ejemplo,3
2017,atacama,además,5
2017,atacama,litio,4
2017,atacama,producción,4
2017,atacama,desierto,3
2017,atacama,ejemplo,3
2020,atacama,además,5
2020,atacama,litio,4
2020,atacama,producción,4
2020,atacama,desierto,3
2020,atacama,ejemplo,3
2023,atacama,además,5
2023,atacama,litio,4
2023,atacama,producción,4
2023,atacama,desierto,3
2023,atacama,ejemplo,3
2024,atacama,además,10
2024,atacama,litio,8
2024,atacama,producción,8
2024,atacama,desierto,6
2024,atacama,ejemplo,6
2025,atacama,además,5
2025,atacama,litio,4
2025,atacama,producción,4
2025,atacama,desierto,3
2025,atacama,ejemplo,3
2004,atención,primaria,51
2004,atención,salud,33
2004,atención,atención,30
2004,atención,centros,27
2004,atención,mejorar,24
2005,atención,primaria,34
2005,atención,salud,22
2005,atención,atención,20
2005,atención,centros,18
2005,atención,mejorar,16
2007,atención,primaria,17
2007,atención,salud,11
2007,atención,atención,10
2007,atención,centros,9
2007,atención,mejorar,8
2008,atención,primaria,17
2008,atención,salud,11
2008,atención,atención,10
2008,atención,centros,9
2008,atención,mejorar,8
2014,atención,primaria,17
2014,atención,salud,11
2014,atención,atención,10
2014,atención,centros,9
2014,atención,mejorar,8
2015,atención,primaria,51
2015,atención,salud,33
2015,atención,atención,30
2015,atención,centros,27
2015,atención,mejorar,24
2016,atención,primaria,17
2016,atención,salud,11
2016,atención,atención,10
2016,atención,centros,9
2016,atención,mejorar,8
2018,atención,primaria,51
2018,atención,salud,33
2018,atención,atención,30
2018,atención,centros,27
2018,atención,mejorar,24
2020,atención,primaria,34
2020,atención,salud,22
2020,atención,atención,20
2020,atención,centros,18
2020,atención,mejorar,16
2023,atención,primaria,34
2023,atención,salud,22
2023,atención,atención,20
2023,atención,centros,18
2023,atención,mejorar,16
2000,atrás,buses,4
2000,atrás,digital,3
2000,atrás,allí,2
2000,atrás,calidad,2
2000,atrás,ciudades,2
2004,atrás,buses,4
2004,atrás,digital,3
2004,atrás,allí,2
2004,atrás,calidad,2
2004,atrás,ciudades,2
2007,atrás,buses,4
2007,atrás,digital,3
2007,atrás,allí,2
2007,atrás,calidad,2
2007,atrás,ciudades,2
2012,atrás,buses,4
2012,atrás,digital,3
2012,atrás,allí,2
2012,atrás,calidad,2
2012,atrás,ciudades,2
2019,atrás,buses,4
2019,atrás,digital,3
2019,atrás,allí,2
2019,atrás,calidad,2
2019,atrás,ciudades,2
1996,aumentado,innovación,8
1996,aumentado,programas,4
1996,aumentado,atención,2
1996,aumentado,desarrollo,2
1996,aumentado,energías,2
2005,aumentado,innovación,8
2005,aumentado,programas,4
2005,aumentado,atención,2
2005,aumentado,desarrollo,2
2005,aumentado,energías,2
2015,aumentado,innovación,8
2015,aumentado,programas,4
2015,aumentado,atención,2
2015,aumentado,desarrollo,2
2015,aumentado,energías,2
2016,aumentado,innovación,8
2016,aumentado,programas,4
2016,aumentado,atención,2
2016,aumentado,desarrollo,2
2016,aumentado,energías,2
2017,aumentado,innovación,8
2017,aumentado,programas,4
2017,aumentado,atención,2
2017,aumentado,desarrollo,2
2017,aumentado,energías,2
2005,aumentamos,tecnología,5
2005,aumentamos,enfermedades,4
2005,aumentamos,auge,3
2005,aumentamos,desarrollo,3
2005,aumentamos,equipamiento,3
2008,aumentamos,tecnología,10
2008,aumentamos,enfermedades,8
2008,aumentamos,auge,6
2008,aumentamos,desarrollo,6
2008,aumentamos,equipamiento,6
2009,aumentamos,tecnología,5
2009,aumentamos,enfermedades,4
2009,aumentamos,auge,3
2009,aumentamos,desarrollo,3
2009,aumentamos,equipamiento,3
2013,aumentamos,tecnología,5
2013,aumentamos,enfermedades,4
2013,aumentamos,auge,3
2013,aumentamos,desarrollo,3
2013,aumentamos,equipamiento,3
2015,aumentamos,tecnología,5
2015,aumentamos,enfermedades,4
2015,aumentamos,auge,3
2015,aumentamos,desarrollo,3
2015,aumentamos,equipamiento,3
2023,aumentamos,tecnología,5
2023,aumentamos,enfermedades,4
2023,aumentamos,auge,3
2023,aumentamos,desarrollo,3
2023,aumentamos,equipamiento,3
2004,aumentar,innovación,8
2004,aumentar,productividad,8
2004,aumentar,además,6
2004,aumentar,agua,6
2004,aumentar,aguas,6
2008,aumentar,innovación,8
2008,aumentar,productividad,8
2008,aumentar,además,6
2008,aumentar,agua,6
2008,aumentar,aguas,6
2010,aumentar,innovación,8
2010,aumentar,productividad,8
2010,aumentar,además,6
2010,aumentar,agua,6
2010,aumentar,aguas,6
2011,aumentar,innovación,16
2011,aumentar,productividad,16
2011,aumentar,además,12
2011,aumentar,agua,12
2011,aumentar,aguas,12
2012,aumentar,innovación,8
2012,aumentar,productividad,8
2012,aumentar,además,6
2012,aumentar,agua,6
