año,token_principal,ngrama,freq_conjunta
2016,inversión,tecnología,13
2016,inversión,ciencia,9
2016,inversión,productividad,9
2018,inversión,innovación,144
2018,inversión,desarrollo,128
2018,inversión,tecnología,104
2018,inversión,ciencia,72
2018,inversión,productividad,72
2020,inversión,innovación,72
2020,inversión,desarrollo,64
2020,inversión,tecnología,52
2020,inversión,ciencia,36
2020,inversión,productividad,36
2022,inversión,innovación,36
2022,inversión,desarrollo,32
2022,inversión,tecnología,26
2022,inversión,ciencia,18
2022,inversión,productividad,18
2023,inversión,innovación,36
2023,inversión,desarrollo,32
2023,inversión,tecnología,26
2023,inversión,ciencia,18
2023,inversión,productividad,18
2024,inversión,innovación,36
2024,inversión,desarrollo,32
2024,inversión,tecnología,26
2024,inversión,ciencia,18
2024,inversión,productividad,18
2025,inversión,innovación,18
2025,inversión,desarrollo,16
2025,inversión,tecnología,13
2025,inversión,ciencia,9
2025,inversión,productividad,9
1996,investigación,desarrollo,27
1996,investigación,innovación,15
1996,investigación,países,13
1996,investigación,investigación,12
1996,investigación,mundo,11
2000,investigación,desarrollo,27
2000,investigación,innovación,15
2000,investigación,países,13
2000,investigación,investigación,12
2000,investigación,mundo,11
2004,investigación,desarrollo,81
2004,investigación,innovación,45
2004,investigación,países,39
2004,investigación,investigación,36
2004,investigación,mundo,33
2005,investigación,desarrollo,108
2005,investigación,innovación,60
2005,investigación,países,52
2005,investigación,investigación,48
2005,investigación,mundo,44
2006,investigación,desarrollo,81
2006,investigación,innovación,45
2006,investigación,países,39
2006,investigación,investigación,36
2006,investigación,mundo,33
2008,investigación,desarrollo,162
2008,investigación,innovación,90
2008,investigación,países,78
2008,investigación,investigación,72
2008,investigación,mundo,66
2009,investigación,desarrollo,81
2009,investigación,innovación,45
2009,investigación,países,39
2009,investigación,investigación,36
2009,investigación,mundo,33
2014,investigación,desarrollo,27
2014,investigación,innovación,15
2014,investigación,países,13
2014,investigación,investigación,12
2014,investigación,mundo,11
2016,investigación,desarrollo,54
2016,investigación,innovación,30
2016,investigación,países,26
2016,investigación,investigación,24
2016,investigación,mundo,22
2017,investigación,desarrollo,27
2017,investigación,innovación,15
2017,investigación,países,13
2017,investigación,investigación,12
2017,investigación,mundo,11
2018,investigación,desarrollo,27
2018,investigación,innovación,15
2018,investigación,países,13
2018,investigación,investigación,12
2018,investigación,mundo,11
2022,investigación,desarrollo,81
2022,investigación,innovación,45
2022,investigación,países,39
2022,investigación,investigación,36
2022,investigación,mundo,33
2023,investigación,desarrollo,108
2023,investigación,innovación,60
2023,investigación,países,52
2023,investigación,investigación,48
2023,investigación,mundo,44
2025,investigación,desarrollo,81
2025,investigación,innovación,45
2025,investigación,países,39
2025,investigación,investigación,36
2025,investigación,mundo,33
2000,iquique,digital,6
2000,iquique,ello,5
2000,iquique,modernizar,4
2000,iquique,todas,4
2000,iquique,además,3
2001,iquique,digital,6
2001,iquique,ello,5
2001,iquique,modernizar,4
2001,iquique,todas,4
2001,iquique,además,3
2004,iquique,digital,6
2004,iquique,ello,5
2004,iquique,modernizar,4
2004,iquique,todas,4
2004,iquique,además,3
2006,iquique,digital,6
2006,iquique,ello,5
2006,iquique,modernizar,4
2006,iquique,todas,4
2006,iquique,además,3
2007,iquique,digital,6
2007,iquique,ello,5
2007,iquique,modernizar,4
2007,iquique,todas,4
2007,iquique,además,3
2013,iquique,digital,6
2013,iquique,ello,5
2013,iquique,modernizar,4
2013,iquique,todas,4
2013,iquique,además,3
2018,iquique,digital,6
2018,iquique,ello,5
2018,iquique,modernizar,4
2018,iquique,todas,4
2018,iquique,además,3
2003,juan,fernández,5
2003,juan,archipiélago,3
2003,juan,km2,3
2003,juan,protegidas,3
2003,juan,quiero,3
2010,juan,fernández,5
2010,juan,archipiélago,3
2010,juan,km2,3
2010,juan,protegidas,3
2010,juan,quiero,3
2012,juan,fernández,5
2012,juan,archipiélago,3
2012,juan,km2,3
2012,juan,protegidas,3
2012,juan,quiero,3
2017,juan,fernández,5
2017,juan,archipiélago,3
2017,juan,km2,3
2017,juan,protegidas,3
2017,juan,quiero,3
2023,juan,fernández,5
2023,juan,archipiélago,3
2023,juan,km2,3
2023,juan,protegidas,3
2023,juan,quiero,3
2025,juan,fernández,5
2025,juan,archipiélago,3
2025,juan,km2,3
2025,juan,protegidas,3
2025,juan,quiero,3
2004,junto,ello,12
2004,junto,desarrollo,10
2004,junto,innovación,10
2004,junto,crear,8
2004,junto,economía,8
2006,junto,ello,6
2006,junto,desarrollo,5
2006,junto,innovación,5
2006,junto,crear,4
2006,junto,economía,4
2008,junto,ello,6
2008,junto,desarrollo,5
2008,junto,innovación,5
2008,junto,crear,4
2008,junto,economía,4
2012,junto,ello,12
2012,junto,desarrollo,10
2012,junto,innovación,10
2012,junto,crear,8
2012,junto,economía,8
2013,junto,ello,6
2013,junto,desarrollo,5
2013,junto,innovación,5
2013,junto,crear,4
2013,junto,economía,4
2015,junto,ello,6
2015,junto,desarrollo,5
2015,junto,innovación,5
2015,junto,crear,4
2015,junto,economía,4
2016,junto,ello,12
2016,junto,desarrollo,10
2016,junto,innovación,10
2016,junto,crear,8
2016,junto,economía,8
2017,junto,ello,12
2017,junto,desarrollo,10
2017,junto,innovación,10
2017,junto,crear,8
2017,junto,economía,8
2018,junto,ello,12
2018,junto,desarrollo,10
2018,junto,innovación,10
2018,junto,crear,8
2018,junto,economía,8
2022,junto,ello,6
2022,junto,desarrollo,5
2022,junto,innovación,5
2022,junto,crear,4
2022,junto,economía,4
2023,junto,ello,12
2023,junto,desarrollo,10
2023,junto,innovación,10
2023,junto,crear,8
2023,junto,economía,8
2000,jóvenes,tecnología,15
2000,jóvenes,cada,12
2000,jóvenes,calidad,12
2000,jóvenes,especialmente,12
2000,jóvenes,vamos,12
2003,jóvenes,tecnología,5
2003,jóvenes,cada,4
2003,jóvenes,calidad,4
2003,jóvenes,especialmente,4
2003,jóvenes,vamos,4
2004,jóvenes,tecnología,5
2004,jóvenes,cada,4
2004,jóvenes,calidad,4
2004,jóvenes,especialmente,4
2004,jóvenes,vamos,4
2009,jóvenes,tecnología,5
2009,jóvenes,cada,4
2009,jóvenes,calidad,4
2009,jóvenes,especialmente,4
2009,jóvenes,vamos,4
2010,jóvenes,tecnología,10
2010,jóvenes,cada,8
2010,jóvenes,calidad,8
2010,jóvenes,especialmente,8
2010,jóvenes,vamos,8
2011,jóvenes,tecnología,5
2011,jóvenes,cada,4
2011,jóvenes,calidad,4
2011,jóvenes,especialmente,4
2011,jóvenes,vamos,4
2018,jóvenes,tecnología,5
2018,jóvenes,cada,4
2018,jóvenes,calidad,4
2018,jóvenes,especialmente,4
2018,jóvenes,vamos,4
2024,jóvenes,tecnología,5
2024,jóvenes,cada,4
2024,jóvenes,calidad,4
2024,jóvenes,especialmente,4
2024,jóvenes,vamos,4
2008,kilómetros,estaciones,4
2008,kilómetros,comunas,3
2008,kilómetros,fibra,3
2008,kilómetros,nuevas,3
2008,kilómetros,personas,3
2012,kilómetros,estaciones,4
2012,kilómetros,comunas,3
2012,kilómetros,fibra,3
2012,kilómetros,nuevas,3
2012,kilómetros,personas,3
2013,kilómetros,estaciones,4
2013,kilómetros,comunas,3
2013,kilómetros,fibra,3
2013,kilómetros,nuevas,3
2013,kilómetros,personas,3
2016,kilómetros,estaciones,4
2016,kilómetros,comunas,3
2016,kilómetros,fibra,3
2016,kilómetros,nuevas,3
2016,kilómetros,personas,3
2019,kilómetros,estaciones,4
2019,kilómetros,comunas,3
2019,kilómetros,fibra,3
2019,kilómetros,nuevas,3
2019,kilómetros,personas,3
2006,labor,carabineros,3
2006,labor,recursos,3
2006,labor,transparencia,3
2006,labor,consejos,2
2006,labor,fundaciones,2
2018,labor,carabineros,3
2018,labor,recursos,3
2018,labor,transparencia,3
2018,labor,consejos,2
2018,labor,fundaciones,2
2022,labor,carabineros,3
2022,labor,recursos,3
2022,labor,transparencia,3
2022,labor,consejos,2
2022,labor,fundaciones,2
2023,labor,carabineros,3
2023,labor,recursos,3
2023,labor,transparencia,3
2023,labor,consejos,2
2023,labor,fundaciones,2
2024,labor,carabineros,3
2024,labor,recursos,3
2024,labor,transparencia,3
2024,labor,consejos,2
2024,labor,fundaciones,2
1996,laboral,artificial,6
1996,laboral,inteligencia,6
1996,laboral,materia,4
1996,laboral,acero,3
1996,laboral,además,3
2001,laboral,artificial,6
2001,laboral,inteligencia,6
2001,laboral,materia,4
2001,laboral,acero,3
2001,laboral,además,3
2016,laboral,artificial,6
2016,laboral,inteligencia,6
2016,laboral,materia,4
2016,laboral,acero,3
2016,laboral,además,3
2018,laboral,artificial,12
2018,laboral,inteligencia,12
2018,laboral,materia,8
2018,laboral,acero,6
2018,laboral,además,6
2022,laboral,artificial,6
2022,laboral,inteligencia,6
2022,laboral,materia,4
2022,laboral,acero,3
2022,laboral,además,3
2023,laboral,artificial,6
2023,laboral,inteligencia,6
2023,laboral,materia,4
2023,laboral,acero,3
2023,laboral,además,3
2024,laboral,artificial,18
2024,laboral,inteligencia,18
2024,laboral,materia,12
2024,laboral,acero,9
2024,laboral,además,9
2004,laboratorio,atención,7
2004,laboratorio,primaria,5
2004,laboratorio,innovación,4
2004,laboratorio,exámenes,3
2004,laboratorio,primer,3
2005,laboratorio,atención,7
2005,laboratorio,primaria,5
2005,laboratorio,innovación,4
2005,laboratorio,exámenes,3
2005,laboratorio,primer,3
2008,laboratorio,atención,7
2008,laboratorio,primaria,5
2008,laboratorio,innovación,4
2008,laboratorio,exámenes,3
2008,laboratorio,primer,3
2014,laboratorio,atención,14
2014,laboratorio,primaria,10
2014,laboratorio,innovación,8
2014,laboratorio,exámenes,6
2014,laboratorio,primer,6
2015,laboratorio,atención,7
2015,laboratorio,primaria,5
2015,laboratorio,innovación,4
2015,laboratorio,exámenes,3
2015,laboratorio,primer,3
2016,laboratorio,atención,7
2016,laboratorio,primaria,5
2016,laboratorio,innovación,4
2016,laboratorio,exámenes,3
2016,laboratorio,primer,3
2017,laboratorio,atención,7
2017,laboratorio,primaria,5
2017,laboratorio,innovación,4
2017,laboratorio,exámenes,3
2017,laboratorio,primer,3
2020,laboratorio,atención,7
2020,laboratorio,primaria,5
2020,laboratorio,innovación,4
2020,laboratorio,exámenes,3
2020,laboratorio,primer,3
2004,laboratorios,digital,5
2004,laboratorios,materia,4
2004,laboratorios,modernizar,4
2004,laboratorios,proyecto,4
2004,laboratorios,además,3
2007,laboratorios,digital,5
2007,laboratorios,materia,4
2007,laboratorios,modernizar,4
2007,laboratorios,proyecto,4
2007,laboratorios,además,3
2008,laboratorios,digital,5
2008,laboratorios,materia,4
2008,laboratorios,modernizar,4
2008,laboratorios,proyecto,4
2008,laboratorios,además,3
2012,laboratorios,digital,5
2012,laboratorios,materia,4
2012,laboratorios,modernizar,4
2012,laboratorios,proyecto,4
2012,laboratorios,además,3
2014,laboratorios,digital,10
2014,laboratorios,materia,8
2014,laboratorios,modernizar,8
2014,laboratorios,proyecto,8
2014,laboratorios,además,6
2018,laboratorios,digital,5
2018,laboratorios,materia,4
2018,laboratorios,modernizar,4
2018,laboratorios,proyecto,4
2018,laboratorios,además,3
2020,laboratorios,digital,10
2020,laboratorios,materia,8
2020,laboratorios,modernizar,8
2020,laboratorios,proyecto,8
2020,laboratorios,además,6
2004,lagos,regiones,5
2004,lagos,enfermedades,4
2004,lagos,auge,3
2004,lagos,aysén,3
2004,lagos,cada,3
2013,lagos,regiones,5
2013,lagos,enfermedades,4
2013,lagos,auge,3
2013,lagos,aysén,3
2013,lagos,cada,3
2015,lagos,regiones,5
2015,lagos,enfermedades,4
2015,lagos,auge,3
2015,lagos,aysén,3
2015,lagos,cada,3
2016,lagos,regiones,5
2016,lagos,enfermedades,4
2016,lagos,auge,3
2016,lagos,aysén,3
2016,lagos,cada,3
2023,lagos,regiones,5
2023,lagos,enfermedades,4
2023,lagos,auge,3
2023,lagos,aysén,3
2023,lagos,cada,3
2024,lagos,regiones,5
2024,lagos,enfermedades,4
2024,lagos,auge,3
2024,lagos,aysén,3
2024,lagos,cada,3
2011,larga,distancia,6
2011,larga,numérica,4
2011,larga,portabilidad,4
2011,larga,reducir,4
2011,larga,número,3
2013,larga,distancia,12
2013,larga,numérica,8
2013,larga,portabilidad,8
2013,larga,reducir,8
2013,larga,número,6
2014,larga,distancia,6
2014,larga,numérica,4
2014,larga,portabilidad,4
2014,larga,reducir,4
2014,larga,número,3
2025,larga,distancia,6
2025,larga,numérica,4
2025,larga,portabilidad,4
2025,larga,reducir,4
2025,larga,número,3
2000,largo,innovación,8
2000,largo,plazo,8
2000,largo,energía,4
2000,largo,norte,4
2000,largo,recursos,4
2001,largo,innovación,8
2001,largo,plazo,8
2001,largo,energía,4
2001,largo,norte,4
2001,largo,recursos,4
2004,largo,innovación,8
2004,largo,plazo,8
2004,largo,energía,4
2004,largo,norte,4
2004,largo,recursos,4
2006,largo,innovación,16
2006,largo,plazo,16
2006,largo,energía,8
2006,largo,norte,8
2006,largo,recursos,8
2007,largo,innovación,8
2007,largo,plazo,8
2007,largo,energía,4
2007,largo,norte,4
2007,largo,recursos,4
2011,largo,innovación,8
2011,largo,plazo,8
2011,largo,energía,4
2011,largo,norte,4
2011,largo,recursos,4
2012,largo,innovación,8
2012,largo,plazo,8
2012,largo,energía,4
2012,largo,norte,4
2012,largo,recursos,4
2016,largo,innovación,8
2016,largo,plazo,8
2016,largo,energía,4
2016,largo,norte,4
2016,largo,recursos,4
2017,largo,innovación,8
2017,largo,plazo,8
2017,largo,energía,4
2017,largo,norte,4
2017,largo,recursos,4
2022,largo,innovación,16
2022,largo,plazo,16
2022,largo,energía,8
2022,largo,norte,8
2022,largo,recursos,8
2025,largo,innovación,8
2025,largo,plazo,8
2025,largo,energía,4
2025,largo,norte,4
2025,largo,recursos,4
2000,latina,américa,11
2000,latina,países,5
2000,latina,internet,4
2000,latina,primer,4
2000,latina,desarrollo,3
2003,latina,américa,11
2003,latina,países,5
2003,latina,internet,4
2003,latina,primer,4
2003,latina,desarrollo,3
2004,latina,américa,11
2004,latina,países,5
2004,latina,internet,4
2004,latina,primer,4
2004,latina,desarrollo,3
2006,latina,américa,11
2006,latina,países,5
2006,latina,internet,4
2006,latina,primer,4
2006,latina,desarrollo,3
2007,latina,américa,11
2007,latina,países,5
2007,latina,internet,4
2007,latina,primer,4
2007,latina,desarrollo,3
2012,latina,américa,11
2012,latina,países,5
2012,latina,internet,4
2012,latina,primer,4
2012,latina,desarrollo,3
2016,latina,américa,11
2016,latina,países,5
2016,latina,internet,4
2016,latina,primer,4
2016,latina,desarrollo,3
2019,latina,américa,11
2019,latina,países,5
2019,latina,internet,4
2019,latina,primer,4
2019,latina,desarrollo,3
2020,latina,américa,11
2020,latina,países,5
2020,latina,internet,4
2020,latina,primer,4
2020,latina,desarrollo,3
2023,latina,américa,11
2023,latina,países,5
2023,latina,internet,4
2023,latina,primer,4
2023,latina,desarrollo,3
2025,latina,américa,11
2025,latina,países,5
2025,latina,internet,4
2025,latina,primer,4
2025,latina,desarrollo,3
2000,ley,proyecto,34
2000,ley,ley,28
2000,ley,vamos,28
2000,ley,congreso,27
2000,ley,digital,21
2001,ley,proyecto,34
2001,ley,ley,28
2001,ley,vamos,28
2001,ley,congreso,27
2001,ley,digital,21
2004,ley,proyecto,34
2004,ley,ley,28
2004,ley,vamos,28
2004,ley,congreso,27
2004,ley,digital,21
2005,ley,proyecto,34
2005,ley,ley,28
2005,ley,vamos,28
2005,ley,congreso,27
2005,ley,digital,21
2007,ley,proyecto,34
2007,ley,ley,28
2007,ley,vamos,28
2007,ley,congreso,27
2007,ley,digital,21
2008,ley,proyecto,102
2008,ley,ley,84
2008,ley,vamos,84
2008,ley,congreso,81
2008,ley,digital,63
2010,ley,proyecto,136
2010,ley,ley,112
2010,ley,vamos,112
2010,ley,congreso,108
2010,ley,digital,84
2011,ley,proyecto,102
2011,ley,ley,84
2011,ley,vamos,84
2011,ley,congreso,81
2011,ley,digital,63
2012,ley,proyecto,204
2012,ley,ley,168
2012,ley,vamos,168
2012,ley,congreso,162
2012,ley,digital,126
2013,ley,proyecto,136
2013,ley,ley,112
2013,ley,vamos,112
2013,ley,congreso,108
2013,ley,digital,84
2015,ley,proyecto,34
2015,ley,ley,28
2015,ley,vamos,28
2015,ley,congreso,27
2015,ley,digital,21
2016,ley,proyecto,34
2016,ley,ley,28
2016,ley,vamos,28
2016,ley,congreso,27
2016,ley,digital,21
2018,ley,proyecto,306
2018,ley,ley,252
2018,ley,vamos,252
2018,ley,congreso,243
2018,ley,digital,189
2020,ley,proyecto,34
2020,ley,ley,28
2020,ley,vamos,28
2020,ley,congreso,27
2020,ley,digital,21
2021,ley,proyecto,170
2021,ley,ley,140
2021,ley,vamos,140
2021,ley,congreso,135
2021,ley,digital,105
2022,ley,proyecto,34
2022,ley,ley,28
2022,ley,vamos,28
2022,ley,congreso,27
2022,ley,digital,21
2023,ley,proyecto,204
2023,ley,ley,168
2023,ley,vamos,168
2023,ley,congreso,162
2023,ley,digital,126
2024,ley,proyecto,102
2024,ley,ley,84
2024,ley,vamos,84
2024,ley,congreso,81
2024,ley,digital,63
2000,libertad,libertad,20
2000,libertad,innovar,10
2000,libertad,emprender,9
2000,libertad,capacidad,7
2000,libertad,sociedad,7
2004,libertad,libertad,20
2004,libertad,innovar,10
2004,libertad,emprender,9
2004,libertad,capacidad,7
2004,libertad,sociedad,7
2012,libertad,libertad,80
2012,libertad,innovar,40
2012,libertad,emprender,36
2012,libertad,capacidad,28
2012,libertad,sociedad,28
2013,libertad,libertad,40
2013,libertad,innovar,20
2013,libertad,emprender,18
2013,libertad,capacidad,14
2013,libertad,sociedad,14
2018,libertad,libertad,40
2018,libertad,innovar,20
2018,libertad,emprender,18
2018,libertad,capacidad,14
2018,libertad,sociedad,14
2019,libertad,libertad,20
2019,libertad,innovar,10
2019,libertad,emprender,9
2019,libertad,capacidad,7
2019,libertad,sociedad,7
2020,libertad,libertad,40
2020,libertad,innovar,20
2020,libertad,emprender,18
2020,libertad,capacidad,14
2020,libertad,sociedad,14
2021,libertad,libertad,120
2021,libertad,innovar,60
2021,libertad,emprender,54
2021,libertad,capacidad,42
2021,libertad,sociedad,42
2013,libre,vamos,7
2013,libre,sociedad,5
2013,libre,desarrollo,4
2013,libre,promover,4
2013,libre,acceso,3
2015,libre,vamos,7
2015,libre,sociedad,5
2015,libre,desarrollo,4
2015,libre,promover,4
2015,libre,acceso,3
2018,libre,vamos,14
2018,libre,sociedad,10
2018,libre,desarrollo,8
2018,libre,promover,8
2018,libre,acceso,6
2019,libre,vamos,14
2019,libre,sociedad,10
2019,libre,desarrollo,8
2019,libre,promover,8
2019,libre,acceso,6
2004,liceos,cada,6
2004,liceos,liceos,6
2004,liceos,acceso,5
2004,liceos,además,4
2004,liceos,infraestructura,4
2006,liceos,cada,6
2006,liceos,liceos,6
2006,liceos,acceso,5
2006,liceos,además,4
2006,liceos,infraestructura,4
2010,liceos,cada,18
2010,liceos,liceos,18
2010,liceos,acceso,15
2010,liceos,además,12
2010,liceos,infraestructura,12
2011,liceos,cada,6
2011,liceos,liceos,6
2011,liceos,acceso,5
2011,liceos,además,4
2011,liceos,infraestructura,4
2005,limpia,energía,4
2005,limpia,producción,4
2005,limpia,desarrollo,3
2005,limpia,nuevos,3
2005,limpia,abordar,2
2017,limpia,energía,8
2017,limpia,producción,8
2017,limpia,desarrollo,6
2017,limpia,nuevos,6
2017,limpia,abordar,4
2022,limpia,energía,8
2022,limpia,producción,8
2022,limpia,desarrollo,6
2022,limpia,nuevos,6
2022,limpia,abordar,4
2009,limpias,energías,8
2009,limpias,renovables,6
2009,limpias,tecnologías,4
2009,limpias,"16,7",2
2009,limpias,"6,3",2
2010,limpias,energías,8
2010,limpias,renovables,6
2010,limpias,tecnologías,4
2010,limpias,"16,7",2
2010,limpias,"6,3",2
2012,limpias,energías,8
2012,limpias,renovables,6
2012,limpias,tecnologías,4
2012,limpias,"16,7",2
2012,limpias,"6,3",2
2013,limpias,energías,8
2013,limpias,renovables,6
2013,limpias,tecnologías,4
2013,limpias,"16,7",2
2013,limpias,"6,3",2
2017,limpias,energías,16
2017,limpias,renovables,12
2017,limpias,tecnologías,8
2017,limpias,"16,7",4
2017,limpias,"6,3",4
2017,litio,litio,36
2017,litio,producción,30
2017,litio,estrategia,24
2017,litio,salares,22
2017,litio,industria,18
2022,litio,litio,18
2022,litio,producción,15
2022,litio,estrategia,12
2022,litio,salares,11
2022,litio,industria,9
2023,litio,litio,18
2023,litio,producción,15
2023,litio,estrategia,12
2023,litio,salares,11
2023,litio,industria,9
2024,litio,litio,108
2024,litio,producción,90
2024,litio,estrategia,72
2024,litio,salares,66
2024,litio,industria,54
2025,litio,litio,90
2025,litio,producción,75
2025,litio,estrategia,60
2025,litio,salares,55
2025,litio,industria,45
2000,llevar,innovación,10
2000,llevar,vamos,10
2000,llevar,reforma,8
2000,llevar,clave,4
2000,llevar,competitividad,4
2007,llevar,innovación,5
2007,llevar,vamos,5
2007,llevar,reforma,4
2007,llevar,clave,2
2007,llevar,competitividad,2
2015,llevar,innovación,10
2015,llevar,vamos,10
2015,llevar,reforma,8
2015,llevar,clave,4
2015,llevar,competitividad,4
2009,localidades,tres,12
2009,localidades,internet,10
2009,localidades,ancha,8
2009,localidades,banda,8
2009,localidades,rurales,8
2011,localidades,tres,6
2011,localidades,internet,5
2011,localidades,ancha,4
2011,localidades,banda,4
2011,localidades,rurales,4
2012,localidades,tres,6
2012,localidades,internet,5
2012,localidades,ancha,4
2012,localidades,banda,4
2012,localidades,rurales,4
2017,localidades,tres,6
2017,localidades,internet,5
2017,localidades,ancha,4
2017,localidades,banda,4
2017,localidades,rurales,4
2022,localidades,tres,6
2022,localidades,internet,5
2022,localidades,ancha,4
2022,localidades,banda,4
2022,localidades,rurales,4
2008,logrado,carreteras,3
2008,logrado,dos,3
2008,logrado,fibra,3
2008,logrado,óptica,3
2008,logrado,avances,2
2013,logrado,carreteras,3
2013,logrado,dos,3
2013,logrado,fibra,3
2013,logrado,óptica,3
2013,logrado,avances,2
2018,logrado,carreteras,3
2018,logrado,dos,3
2018,logrado,fibra,3
2018,logrado,óptica,3
2018,logrado,avances,2
2019,logrado,carreteras,3
2019,logrado,dos,3
2019,logrado,fibra,3
2019,logrado,óptica,3
2019,logrado,avances,2
2020,logrado,carreteras,3
2020,logrado,dos,3
2020,logrado,fibra,3
2020,logrado,óptica,3
2020,logrado,avances,2
2022,logrado,carreteras,3
2022,logrado,dos,3
2022,logrado,fibra,3
2022,logrado,óptica,3
2022,logrado,avances,2
1996,lograr,digital,12
1996,lograr,modernizar,12
1996,lograr,proyecto,12
1996,lograr,familias,10
1996,lograr,ley,10
2012,lograr,digital,6
2012,lograr,modernizar,6
2012,lograr,proyecto,6
2012,lograr,familias,5
2012,lograr,ley,5
2015,lograr,digital,6
2015,lograr,modernizar,6
2015,lograr,proyecto,6
2015,lograr,familias,5
2015,lograr,ley,5
2018,lograr,digital,18
2018,lograr,modernizar,18
2018,lograr,proyecto,18
2018,lograr,familias,15
2018,lograr,ley,15
2020,lograr,digital,12
2020,lograr,modernizar,12
2020,lograr,proyecto,12
2020,lograr,familias,10
2020,lograr,ley,10
2022,lograr,digital,6
2022,lograr,modernizar,6
2022,lograr,proyecto,6
2022,lograr,familias,5
2022,lograr,ley,5
2023,lograr,digital,12
2023,lograr,modernizar,12
2023,lograr,proyecto,12
2023,lograr,familias,10
2023,lograr,ley,10
2005,lugar,primer,9
2005,lugar,programa,9
2005,lugar,públicos,7
2005,lugar,trámites,7
2005,lugar,hogar,6
2010,lugar,primer,45
2010,lugar,programa,45
2010,lugar,públicos,35
2010,lugar,trámites,35
2010,lugar,hogar,30
2011,lugar,primer,9
2011,lugar,programa,9
2011,lugar,públicos,7
2011,lugar,trámites,7
2011,lugar,hogar,6
2012,lugar,primer,9
2012,lugar,programa,9
2012,lugar,públicos,7
2012,lugar,trámites,7
2012,lugar,hogar,6
2013,lugar,primer,27
2013,lugar,programa,27
2013,lugar,públicos,21
2013,lugar,trámites,21
2013,lugar,hogar,18
2015,lugar,primer,9
2015,lugar,programa,9
2015,lugar,públicos,7
2015,lugar,trámites,7
2015,lugar,hogar,6
2016,lugar,primer,18
2016,lugar,programa,18
2016,lugar,públicos,14
2016,lugar,trámites,14
2016,lugar,hogar,12
2017,lugar,primer,18
2017,lugar,programa,18
2017,lugar,públicos,14
2017,lugar,trámites,14
2017,lugar,hogar,12
2018,lugar,primer,9
2018,lugar,programa,9
2018,lugar,públicos,7
2018,lugar,trámites,7
2018,lugar,hogar,6
2022,lugar,primer,9
2022,lugar,programa,9
2022,lugar,públicos,7
2022,lugar,trámites,7
2022,lugar,hogar,6
2004,lugares,vamos,6
2004,lugares,calidad,5
2004,lugares,comunas,5
2004,lugares,fuerzas,5
2004,lugares,red,5
2008,lugares,vamos,6
2008,lugares,calidad,5
2008,lugares,comunas,5
2008,lugares,fuerzas,5
2008,lugares,red,5
2012,lugares,vamos,6
2012,lugares,calidad,5
2012,lugares,comunas,5
2012,lugares,fuerzas,5
2012,lugares,red,5
2018,lugares,vamos,12
2018,lugares,calidad,10
2018,lugares,comunas,10
2018,lugares,fuerzas,10
2018,lugares,red,10
2020,lugares,vamos,6
2020,lugares,calidad,5
2020,lugares,comunas,5
2020,lugares,fuerzas,5
2020,lugares,red,5
2021,lugares,vamos,6
2021,lugares,calidad,5
2021,lugares,comunas,5
2021,lugares,fuerzas,5
2021,lugares,red,5
1997,línea,línea,14
1997,línea,metro,14
1997,línea,obras,10
1997,línea,además,9
1997,línea,personas,9
2001,línea,línea,14
2001,línea,metro,14
2001,línea,obras,10
2001,línea,además,9
2001,línea,personas,9
2006,línea,línea,42
2006,línea,metro,42
2006,línea,obras,30
2006,línea,además,27
2006,línea,personas,27
2012,línea,línea,14
2012,línea,metro,14
2012,línea,obras,10
2012,línea,además,9
2012,línea,personas,9
2013,línea,línea,14
2013,línea,metro,14
2013,línea,obras,10
2013,línea,además,9
2013,línea,personas,9
2023,línea,línea,28
2023,línea,metro,28
2023,línea,obras,20
2023,línea,además,18
2023,línea,personas,18
2024,línea,línea,56
2024,línea,metro,56
2024,línea,obras,40
2024,línea,además,36
2024,línea,personas,36
2000,líneas,metro,8
2000,líneas,santiago,7
2000,líneas,estaciones,6
2000,líneas,líneas,6
2000,líneas,nuevas,6
2001,líneas,metro,16
2001,líneas,santiago,14
2001,líneas,estaciones,12
2001,líneas,líneas,12
2001,líneas,nuevas,12
2012,líneas,metro,8
2012,líneas,santiago,7
2012,líneas,estaciones,6
2012,líneas,líneas,6
2012,líneas,nuevas,6
2013,líneas,metro,16
2013,líneas,santiago,14
2013,líneas,estaciones,12
2013,líneas,líneas,12
2013,líneas,nuevas,12
2015,líneas,metro,8
2015,líneas,santiago,7
2015,líneas,estaciones,6
2015,líneas,líneas,6
2015,líneas,nuevas,6
2020,líneas,metro,16
2020,líneas,santiago,14
2020,líneas,estaciones,12
2020,líneas,líneas,12
2020,líneas,nuevas,12
2023,líneas,metro,8
2023,líneas,santiago,7
2023,líneas,estaciones,6
2023,líneas,líneas,6
2023,líneas,nuevas,6
2004,magallanes,carretera,5
2004,magallanes,fibra,5
2004,magallanes,óptica,5
2004,magallanes,austral,4
2004,magallanes,aysén,4
2007,magallanes,carretera,5
2007,magallanes,fibra,5
2007,magallanes,óptica,5
2007,magallanes,austral,4
2007,magallanes,aysén,4
2016,magallanes,carretera,5
2016,magallanes,fibra,5
2016,magallanes,óptica,5
2016,magallanes,austral,4
2016,magallanes,aysén,4
2019,magallanes,carretera,15
2019,magallanes,fibra,15
2019,magallanes,óptica,15
2019,magallanes,austral,12
2019,magallanes,aysén,12
2024,magallanes,carretera,10
