source,target,peso
administración,primer,2
administración,protección,2
administración,pusimos,2
administración,públicos,2
administración,respecto,2
administración,seguir,2
administración,tramitación,2
administración,trámites,2
administración,vida,2
aeropuertos,agua,2
aeropuertos,ampliación,2
aeropuertos,arica,2
aeropuertos,asia,2
aeropuertos,avanzando,2
aeropuertos,avanzaremos,2
aeropuertos,cable,2
aeropuertos,calidad,2
aeropuertos,cambio,2
aeropuertos,caminos,2
aeropuertos,capacidad,2
aeropuertos,capitales,2
aeropuertos,ciencia,2
aeropuertos,computador,2
aeropuertos,concepción,2
aeropuertos,construcción,2
aeropuertos,continente,2
aeropuertos,continuar,2
aeropuertos,creación,2
aeropuertos,creado,2
aeropuertos,creando,2
aeropuertos,debemos,2
aeropuertos,deben,2
aeropuertos,dentro,2
aeropuertos,desafío,2
aeropuertos,duda,2
aeropuertos,eficiente,2
aeropuertos,embalses,2
aeropuertos,enfrentar,2
aeropuertos,establecer,2
aeropuertos,estrategia,2
aeropuertos,frente,2
aeropuertos,fundamental,2
aeropuertos,hacia,2
aeropuertos,hará,2
aeropuertos,humano,2
aeropuertos,implementar,2
aeropuertos,impulsar,2
aeropuertos,impulso,2
aeropuertos,innovación,2
aeropuertos,instituciones,2
aeropuertos,inversiones,2
aeropuertos,investigación,2
aeropuertos,iquique,2
aeropuertos,laboratorios,2
aeropuertos,lograr,2
aeropuertos,marcha,2
aeropuertos,ministerio,2
aeropuertos,modernización,2
aeropuertos,montt,2
aeropuertos,muchas,2
aeropuertos,naturales,2
aeropuertos,necesidades,2
aeropuertos,norte,2
aeropuertos,nueva,2
aeropuertos,nuevo,2
aeropuertos,permanente,2
aeropuertos,permita,2
aeropuertos,plan,2
aeropuertos,potable,2
aeropuertos,potenciar,2
aeropuertos,problemas,2
aeropuertos,procesos,2
aeropuertos,puedan,2
aeropuertos,públicos,2
aeropuertos,realizar,2
aeropuertos,responsabilidad,2
aeropuertos,san,2
aeropuertos,santiago,2
aeropuertos,sector,2
aeropuertos,semanas,2
aeropuertos,sino,2
aeropuertos,sociedad,2
aeropuertos,solamente,2
aeropuertos,submarino,2
aeropuertos,sur,2
aeropuertos,sólo,2
aeropuertos,tarea,2
aeropuertos,tecnología,2
aeropuertos,todas,2
aeropuertos,transformación,2
aeropuertos,trámites,2
aeropuertos,valparaíso,2
aeropuertos,xxi,2
aeropuertos,única,2
agencia,atención,2
agencia,avanzar,2
agencia,congreso,2
agencia,defensa,2
agencia,extender,2
agencia,fuerza,2
agencia,humanos,2
agencia,intereses,2
agencia,misión,2
agencia,muchas,2
agencia,naturaleza,2
agencia,nuevo,2
agencia,parques,2
agencia,población,2
agencia,prevención,2
agencia,públicos,2
agencia,recursos,2
agencia,red,2
agencia,regiones,2
agencia,respeto,2
agencia,tiempos,2
agenda,agenda,2
agenda,agricultores,2
agenda,agricultura,2
agenda,ampliación,2
agenda,asegurar,2
agenda,asia,2
agenda,asimismo,2
agenda,cable,2
agenda,cambio,2
agenda,capacidad,2
agenda,cerca,2
agenda,competitivo,2
agenda,compromiso,2
agenda,comunidad,2
agenda,concepción,2
agenda,concesiones,2
agenda,conectividad,2
agenda,conjunto,2
agenda,constituye,2
agenda,construcción,2
agenda,consumidores,2
agenda,continente,2
agenda,continuar,2
agenda,costo,2
agenda,creado,2
agenda,crear,2
agenda,debemos,2
agenda,dentro,2
agenda,dirección,2
agenda,duda,2
agenda,días,2
agenda,eficiente,2
agenda,emprendedores,2
agenda,emprendimientos,2
agenda,empresa,2
agenda,enfrentar,2
agenda,financiamiento,2
agenda,frente,2
agenda,hará,2
agenda,hecho,2
agenda,humano,2
agenda,implementar,2
agenda,impuesto,2
agenda,impulsar,2
agenda,instituciones,2
agenda,investigación,2
agenda,iquique,2
agenda,laboratorios,2
agenda,lograr,2
agenda,mercado,2
agenda,mercados,2
agenda,muchas,2
agenda,naturales,2
agenda,naturaleza,2
agenda,norte,2
agenda,paso,2
agenda,permanente,2
agenda,permisos,2
agenda,personas,2
agenda,período,2
agenda,puedan,2
agenda,públicos,2
agenda,reducir,2
agenda,rural,2
agenda,ruta,2
agenda,salarios,2
agenda,san,2
agenda,santiago,2
agenda,sector,2
agenda,semanas,2
agenda,semestre,2
agenda,servicios,2
agenda,submarino,2
agenda,sur,2
agenda,trabajo,2
agenda,tramitación,2
agenda,trámites,2
agenda,valparaíso,2
agenda,verdadera,2
agenda,vía,2
agricultores,agua,2
agricultores,ambiental,2
agricultores,arica,2
agricultores,austral,2
agricultores,campo,2
agricultores,carretera,2
agricultores,conectividad,2
agricultores,congreso,2
agricultores,consumidores,2
agricultores,creando,2
agricultores,cuales,2
agricultores,curso,2
agricultores,derechos,2
agricultores,desafío,2
agricultores,digital,2
agricultores,doble,2
agricultores,duplicar,2
agricultores,días,2
agricultores,elementos,2
agricultores,establecer,2
agricultores,fin,2
agricultores,fortalecer,2
agricultores,física,2
agricultores,hacia,2
agricultores,importante,2
agricultores,industria,2
agricultores,infraestructura,2
agricultores,ley,2
agricultores,medianos,2
agricultores,minería,2
agricultores,necesario,2
agricultores,oportunidades,2
agricultores,parques,2
agricultores,permitir,2
agricultores,período,2
agricultores,potenciar,2
agricultores,principales,2
agricultores,prioridad,2
agricultores,probidad,2
agricultores,procesos,2
agricultores,protección,2
agricultores,proteger,2
agricultores,próximos,2
agricultores,pública,2
agricultores,realizar,2
agricultores,regional,2
agricultores,respecto,2
agricultores,responsabilidad,2
agricultores,seguir,2
agricultores,servicio,2
agricultores,siglo,2
agricultores,situación,2
agricultores,terminar,2
agricultores,toda,2
agricultores,total,2
agricultores,trabajadores,2
agricultores,trabajando,2
agricultores,transparencia,2
agricultores,turismo,2
agricultores,valor,2
agricultores,verdadera,2
agricultores,vía,2
agricultores,xxi,2
agricultores,zonas,2
agricultores,única,2
agricultura,agricultura,2
agricultura,agua,2
agricultura,ambiental,2
agricultura,apoyo,2
agricultura,argentina,2
agricultura,arica,2
agricultura,austral,2
agricultura,carretera,2
agricultura,comercio,2
agricultura,congreso,2
agricultura,consumidores,2
agricultura,creando,2
agricultura,cuales,2
agricultura,curso,2
agricultura,derechos,2
agricultura,desafío,2
agricultura,doble,2
agricultura,duplicar,2
agricultura,días,2
agricultura,elementos,2
agricultura,establecer,2
agricultura,fin,2
agricultura,fortalecer,2
agricultura,hacia,2
agricultura,importante,2
agricultura,industria,2
agricultura,ley,2
agricultura,minería,2
agricultura,necesario,2
agricultura,parques,2
agricultura,permitir,2
agricultura,período,2
agricultura,potenciar,2
agricultura,principales,2
agricultura,probidad,2
agricultura,procesos,2
agricultura,proteger,2
agricultura,próximos,2
agricultura,pública,2
agricultura,queremos,2
agricultura,realizar,2
agricultura,regional,2
agricultura,respecto,2
agricultura,responsabilidad,2
agricultura,seguir,2
agricultura,servicio,2
agricultura,siglo,2
agricultura,sistemas,2
agricultura,situación,2
agricultura,terminar,2
agricultura,toda,2
agricultura,total,2
agricultura,transformación,2
agricultura,transparencia,2
agricultura,turismo,2
agricultura,valor,2
agricultura,verdadera,2
agricultura,vía,2
agricultura,xxi,2
agricultura,zonas,2
agricultura,única,2
agua,alrededor,2
agua,ampliación,2
agua,asegurar,2
agua,avanzar,2
agua,capacidad,2
agua,claro,2
agua,compromiso,2
agua,comunas,2
agua,comunidad,2
agua,concesiones,2
agua,conectividad,2
agua,constituye,2
agua,construcción,2
agua,contamos,2
agua,cuales,2
agua,curso,2
agua,desarrollando,2
agua,dos,2
agua,décadas,2
agua,ejemplo,2
agua,empleo,2
agua,enfrentar,2
agua,entregamos,2
agua,especial,2
agua,evitar,2
agua,fuentes,2
agua,fundamental,2
agua,física,2
agua,garantizar,2
agua,generación,2
agua,grandes,2
agua,hecho,2
agua,humano,2
agua,implementar,2
agua,iniciamos,2
agua,iniciaremos,2
agua,inversión,2
agua,largo,2
agua,ley,2
agua,líneas,2
agua,marzo,2
agua,maule,2
agua,medidas,2
agua,montt,2
agua,mundo,2
agua,naturaleza,2
agua,necesitamos,2
agua,norte,2
agua,parques,2
agua,permitir,2
agua,pesos,2
agua,planes,2
agua,plazo,2
agua,política,2
agua,promover,2
agua,puerto,2
agua,pública,2
agua,público,2
agua,quince,2
agua,realizando,2
agua,red,2
agua,redes,2
agua,renovables,2
agua,ruta,2
agua,siglo,2
agua,sino,2
agua,social,2
agua,solamente,2
agua,tecnologías,2
agua,transporte,2
agua,tres,2
agua,valparaíso,2
agua,vamos,2
agua,vivienda,2
agua,zona,2
aguas,capacidad,2
aguas,construcción,2
aguas,desarrollando,2
aguas,desarrollar,2
aguas,dos,2
aguas,décadas,2
aguas,entregamos,2
aguas,evitar,2
aguas,futuro,2
aguas,grandes,2
aguas,implementar,2
aguas,iniciamos,2
aguas,iniciaremos,2
aguas,largo,2
aguas,mar,2
aguas,maule,2
aguas,necesitamos,2
aguas,planes,2
aguas,plazo,2
aguas,política,2
aguas,programa,2
aguas,quince,2
aguas,realizando,2
aguas,región,2
aguas,soluciones,2
aguas,tres,2
aguas,valparaíso,2
aguas,zona,2
ahora,allá,2
ahora,ambiente,2
ahora,américa,2
ahora,aquí,2
ahora,aumentar,2
ahora,bienes,2
ahora,cada,2
ahora,casi,2
ahora,centro,2
ahora,ciencia,2
ahora,ciudadanos,2
ahora,clase,2
ahora,conocimiento,2
ahora,costo,2
ahora,crear,2
ahora,crédito,2
ahora,deben,2
ahora,década,2
ahora,dólares,2
ahora,económico,2
ahora,educación,2
ahora,empleos,2
ahora,emprendedores,2
ahora,empresa,2
ahora,empresas,2
ahora,energética,2
ahora,esfuerzos,2
ahora,establecer,2
ahora,exige,2
ahora,fuerza,2
ahora,fundamental,2
ahora,hacia,2
ahora,impuesto,2
ahora,impulso,2
ahora,información,2
ahora,internet,2
ahora,largo,2
ahora,latina,2
ahora,línea,2
ahora,media,2
ahora,medio,2
ahora,necesaria,2
ahora,norte,2
ahora,nuevo,2
ahora,oportunidades,2
ahora,pandemia,2
ahora,partir,2
ahora,paso,2
ahora,permitirá,2
ahora,productores,2
ahora,protección,2
ahora,proyecto,2
ahora,proyectos,2
ahora,queremos,2
ahora,quiero,2
ahora,recursos,2
ahora,sabemos,2
ahora,social,2
ahora,solar,2
ahora,sur,2
ahora,tan,2
ahora,transmisión,2
ahora,tres,2
ahora,universidades,2
ahorro,carreteras,2
ahorro,crecimiento,2
ahorro,eficiencia,2
ahorro,emprendimiento,2
ahorro,energética,2
ahorro,permitir,2
ahorro,tecnología,2
ahorro,todas,2
alimentos,biocombustibles,2
alimentos,construcción,2
alimentos,desarrollar,2
alimentos,minería,2
alimentos,nuevos,2
alimentos,productos,2
alimentos,programas,2
alimentos,pronto,2
alimentos,recursos,2
alimentos,sustentable,2
alimentos,tecnología,2
alimentos,tecnológico,2
alimentos,turismo,2
allá,centro,2
allá,ciudadanos,2
allá,clave,2
allá,computadores,2
allá,costo,2
allá,crear,2
allá,crearemos,2
allá,desafíos,2
allá,desarrollo,2
allá,educación,2
allá,emprendedores,2
allá,emprendimiento,2
allá,empresa,2
allá,enseñanza,2
allá,impuesto,2
allá,internet,2
allá,ley,2
allá,media,2
allá,mejores,2
allá,nueva,2
allá,nuevos,2
allá,oportunidades,2
allá,paso,2
allá,primer,2
allá,queremos,2
allá,segundo,2
allá,tres,2
allí,allí,2
allí,atrás,2
allí,austral,2
allí,capacitar,2
allí,centro,2
allí,conocimiento,2
allí,creatividad,2
allí,digital,2
allí,empresa,2
allí,hacia,2
allí,jóvenes,2
allí,medio,2
allí,metro,2
allí,países,2
allí,permitido,2
allí,principales,2
allí,pública,2
allí,región,2
allí,siglo,2
allí,tecnología,2
allí,tiempo,2
allí,través,2
allí,uso,2
allí,vanguardia,2
allí,xxi,2
alma,cambio,2
alma,emprender,2
alma,emprendimiento,2
alma,fuerzas,2
alma,innovación,2
alma,innovar,2
alma,recuperar,2
alma,sociedad,2
alma,tiempos,2
alma,única,2
alrededor,ampliación,2
alrededor,cada,2
alrededor,calidad,2
alrededor,curso,2
alrededor,educación,2
alrededor,haber,2
alrededor,potable,2
alrededor,públicos,2
alrededor,recursos,2
alrededor,redes,2
alrededor,relación,2
alrededor,rural,2
alrededor,salud,2
alrededor,social,2
alrededor,telefonía,2
alrededor,trabajo,2
alrededor,vida,2
alrededor,vivienda,2
alta,ancha,2
alta,antofagasta,2
alta,banda,2
alta,capacitación,2
alta,cobertura,2
alta,concepción,2
alta,conexión,2
alta,contar,2
alta,cuatro,2
alta,economía,2
alta,ello,2
alta,empresa,2
alta,escuelas,2
alta,establecer,2
alta,gratuito,2
alta,junto,2
alta,miles,2
alta,obras,2
alta,pandemia,2
alta,pasado,2
alta,permita,2
alta,primaria,2
alta,públicos,2
alta,red,2
alta,regiones,2
alta,santiago,2
alta,servicios,2
alta,tecnología,2
alta,telemedicina,2
alta,televisión,2
alta,toda,2
alta,través,2
alta,tres,2
alta,universidades,2
alto,araucanía,2
alto,avanzar,2
alto,bienes,2
alto,bío,2
alto,cada,2
alto,campo,2
alto,colaboración,2
alto,comunas,2
alto,educación,2
alto,empresas,2
alto,enseñanza,2
alto,familias,2
alto,generación,2
alto,hacia,2
alto,humanos,2
alto,importante,2
alto,impulsar,2
alto,media,2
alto,mundo,2
alto,oportunidad,2
alto,plan,2
alto,políticas,2
alto,proyecto,2
alto,sector,2
alto,servicios,2
alto,social,2
alto,sur,2
alumnos,artificial,2
alumnos,brecha,2
alumnos,calidad,2
alumnos,conjunto,2
alumnos,desarrollados,2
alumnos,enlaces,2
alumnos,equipos,2
alumnos,escuelas,2
alumnos,inteligencia,2
alumnos,marzo,2
alumnos,mensaje,2
alumnos,ministerio,2
alumnos,nación,2
alumnos,países,2
alumnos,período,2
alumnos,primer,2
alumnos,promedio,2
alumnos,públicos,2
alumnos,tres,2
ambiental,asegurar,2
ambiental,atacama,2
ambiental,avanzar,2
ambiental,cerca,2
ambiental,cierto,2
ambiental,comunidad,2
ambiental,concesiones,2
ambiental,constituye,2
ambiental,creando,2
ambiental,digital,2
ambiental,duplicar,2
ambiental,empresa,2
ambiental,establecer,2
ambiental,estrategia,2
ambiental,fortalecer,2
ambiental,fundamental,2
ambiental,hecho,2
ambiental,información,2
ambiental,instituto,2
ambiental,inversiones,2
ambiental,manera,2
ambiental,marco,2
ambiental,montt,2
ambiental,mundo,2
ambiental,naturaleza,2
ambiental,necesario,2
ambiental,plan,2
ambiental,potenciar,2
ambiental,promover,2
ambiental,propio,2
ambiental,puerto,2
ambiental,pública,2
ambiental,rural,2
ambiental,ruta,2
ambiental,servicio,2
ambiental,sino,2
ambiental,solamente,2
ambiental,tecnología,2
ambiental,trabajando,2
ambiental,valor,2
ambiental,única,2
ambiente,calidad,2
ambiente,consumidores,2
ambiente,costo,2
ambiente,crear,2
ambiente,crecimiento,2
ambiente,desarrollo,2
ambiente,economía,2
ambiente,educación,2
ambiente,ello,2
ambiente,emprendedores,2
ambiente,impuesto,2
ambiente,ley,2
ambiente,mitad,2
ambiente,necesaria,2
ambiente,necesitamos,2
ambiente,nueva,2
ambiente,oportunidades,2
ambiente,protección,2
ambiente,tecnología,2
ambiente,trabajadores,2
ambiente,tres,2
ampliación,calidad,2
ampliación,central,2
ampliación,cerca,2
ampliación,consejo,2
ampliación,construcción,2
ampliación,datos,2
ampliación,desafío,2
ampliación,distintas,2
ampliación,exige,2
ampliación,fortalecer,2
ampliación,futuro,2
ampliación,humano,2
ampliación,impulso,2
ampliación,infraestructura,2
ampliación,innovación,2
ampliación,marcha,2
ampliación,mejorar,2
ampliación,mundo,2
ampliación,norte,2
ampliación,pesos,2
ampliación,plan,2
ampliación,plataforma,2
ampliación,pone,2
ampliación,potable,2
ampliación,probidad,2
ampliación,problemas,2
ampliación,programas,2
ampliación,puerto,2
ampliación,públicos,2
ampliación,servicio,2
ampliación,sino,2
ampliación,sistema,2
ampliación,sólo,2
ampliación,tarea,2
ampliación,tecnología,2
ampliación,vecinos,2
ampliar,avanzar,2
ampliar,bienes,2
ampliar,campo,2
ampliar,conexión,2
ampliar,crear,2
ampliar,empresas,2
ampliar,esfuerzo,2
ampliar,hijos,2
ampliar,meta,2
ampliar,oportunidad,2
ampliar,personas,2
ampliar,plan,2
ampliar,servicios,2
ampliar,tecnologías,2
ampliar,trabajo,2
ampliar,uso,2
américa,casi,2
américa,conjunto,2
américa,defensa,2
américa,digital,2
américa,electrónico,2
américa,ello,2
américa,empresas,2
américa,energía,2
américa,esfuerzos,2
américa,hecho,2
américa,lugar,2
américa,línea,2
américa,mundo,2
américa,política,2
américa,principales,2
américa,proyecto,2
américa,puerto,2
américa,quiero,2
américa,red,2
américa,servicios,2
américa,tecnológica,2
américa,través,2
américa,uso,2
américa,usuarios,2
ancha,calidad,2
ancha,cinco,2
ancha,computador,2
ancha,conexiones,2
ancha,digital,2
ancha,gratuito,2
ancha,liceos,2
ancha,manera,2
ancha,móvil,2
ancha,paso,2
ancha,profesores,2
ancha,red,2
ancha,rurales,2
ancha,servicio,2
ancha,universidades,2
antofagasta,bío,2
antofagasta,concepción,2
antofagasta,conexión,2
antofagasta,estrategia,2
antofagasta,industria,2
antofagasta,internet,2
antofagasta,iquique,2
antofagasta,miles,2
antofagasta,proyectos,2
antofagasta,santiago,2
antofagasta,velocidad,2
anunciamos,cable,2
anunciamos,comunas,2
anunciamos,digital,2
anunciamos,fibra,2
anunciamos,infraestructura,2
anunciamos,potable,2
anunciamos,salud,2
anunciamos,sur,2
anunciamos,óptica,2
apoyar,aquí,2
apoyar,avanzar,2
apoyar,bienes,2
apoyar,calidad,2
apoyar,cambio,2
apoyar,campo,2
apoyar,capacitar,2
apoyar,centros,2
apoyar,ciencia,2
apoyar,colegios,2
apoyar,conocimiento,2
apoyar,digital,2
apoyar,dos,2
apoyar,financiamiento,2
apoyar,fuerte,2
apoyar,hace,2
apoyar,impulsar,2
apoyar,innovación,2
apoyar,laboratorios,2
apoyar,ley,2
apoyar,mundo,2
apoyar,oportunidad,2
apoyar,programa,2
apoyar,proyecto,2
apoyar,proyectos,2
apoyar,público,2
apoyar,servicios,2
apoyar,solo,2
apoyar,tecnología,2
apoyo,crearemos,2
apoyo,empresas,2
apoyo,energía,2
apoyo,esfuerzo,2
apoyo,fondo,2
apoyo,generación,2
apoyo,hace,2
apoyo,herramientas,2
apoyo,inversión,2
apoyo,investigación,2
apoyo,mejorar,2
apoyo,nuevos,2
apoyo,pequeños,2
apoyo,productivo,2
apoyo,recuperación,2
apoyo,renovables,2
apoyo,riego,2
apoyo,sector,2
apoyo,tecnológica,2
apoyo,trabajadores,2
apoyo,trabajando,2
apoyo,través,2
apoyo,vamos,2
aprender,cómo,2
aprender,desarrollar,2
aprender,elementos,2
aprender,ello,2
aprender,física,2
aprender,manera,2
aprender,nivel,2
aprender,nueva,2
aprender,permite,2
aprender,profesionales,2
aprobamos,argentina,2
aprobamos,basta,2
aprobamos,comercio,2
aprobamos,creamos,2
aprobamos,incluyendo,2
aprobamos,libertad,2
aprobamos,nuevos,2
aprobamos,pacientes,2
aprobamos,servicios,2
aprobamos,terminar,2
aprobamos,trabajando,2
aprobamos,uso,2
aprobamos,vehículos,2
aquellas,cobre,2
aquellas,codelco,2
aquellas,empresa,2
aquellas,innovación,2
aquellas,localidades,2
aquellas,materia,2
aquellas,posible,2
aquellas,programa,2
aquellas,quiero,2
aquellas,regionales,2
aquellas,sabemos,2
aquellas,tecnología,2
aquellas,toda,2
aquellas,tres,2
aquellas,universidades,2
aquellos,aquellos,2
aquellos,avanzar,2
aquellos,cada,2
aquellos,capacitar,2
aquellos,control,2
aquellos,cuales,2
aquellos,defensa,2
aquellos,educación,2
aquellos,eficaces,2
aquellos,especialmente,2
aquellos,extender,2
aquellos,fuerza,2
aquellos,información,2
aquellos,intereses,2
aquellos,lugares,2
aquellos,nueva,2
aquellos,parques,2
aquellos,penas,2
aquellos,podrán,2
aquellos,promover,2
aquellos,protección,2
aquellos,puedan,2
aquellos,públicos,2
aquellos,red,2
aquellos,respeto,2
aquellos,servicios,2
aquellos,tiempos,2
aquellos,uso,2
aquí,araucanía,2
aquí,avanzar,2
aquí,aysén,2
aquí,bienes,2
aquí,biocombustibles,2
aquí,cambio,2
aquí,campo,2
aquí,congreso,2
aquí,cómo,2
aquí,desarrollar,2
aquí,dólares,2
aquí,economía,2
aquí,eficiencia,2
aquí,energética,2
aquí,equipos,2
aquí,establecer,2
aquí,fibra,2
aquí,fin,2
aquí,futuro,2
aquí,impulsar,2
aquí,infraestructura,2
aquí,internet,2
aquí,jóvenes,2
aquí,maule,2
aquí,mundo,2
aquí,necesario,2
aquí,necesitamos,2
aquí,niños,2
aquí,nueva,2
aquí,nuevos,2
aquí,oportunidad,2
aquí,permita,2
aquí,personas,2
aquí,plan,2
aquí,planes,2
aquí,programa,2
aquí,propios,2
aquí,proyecto,2
aquí,queremos,2
aquí,quiero,2
aquí,sabemos,2
aquí,segunda,2
aquí,tecnología,2
aquí,óptica,2
araucanía,avanzar,2
araucanía,aysén,2
araucanía,bienes,2
araucanía,campo,2
araucanía,comunas,2
araucanía,conectividad,2
araucanía,digital,2
araucanía,emprendimiento,2
araucanía,fibra,2
araucanía,fortalecer,2
araucanía,hacia,2
araucanía,impulsar,2
araucanía,lagos,2
araucanía,maule,2
araucanía,oportunidad,2
araucanía,red,2
araucanía,servicios,2
araucanía,través,2
araucanía,óptica,2
arauco,comunas,2
arauco,conectividad,2
arauco,red,2
archipiélago,atacama,2
archipiélago,ejemplo,2
archipiélago,magallanes,2
archipiélago,protección,2
archipiélago,quiero,2
archipiélago,región,2
archipiélago,tramitación,2
argentina,aumentar,2
argentina,cada,2
argentina,cobre,2
argentina,derechos,2
argentina,doble,2
argentina,establecer,2
argentina,extender,2
argentina,facilitar,2
argentina,hacia,2
argentina,historia,2
argentina,infraestructura,2
argentina,integral,2
argentina,muchas,2
argentina,mundo,2
argentina,múltiples,2
argentina,nueva,2
argentina,nuevo,2
argentina,obras,2
argentina,oportunidad,2
argentina,oportunidades,2
argentina,protección,2
argentina,proyecto,2
argentina,públicos,2
argentina,recursos,2
argentina,respecto,2
argentina,respeto,2
argentina,sectores,2
argentina,seguir,2
argentina,seguridad,2
argentina,sino,2
argentina,solamente,2
argentina,sur,2
argentina,tan,2
argentina,tiempos,2
argentina,trabajando,2
argentina,través,2
argentina,vía,2
arica,asegurar,2
arica,asia,2
arica,austral,2
arica,avanzar,2
arica,bío,2
arica,cable,2
arica,calidad,2
arica,capacidad,2
arica,carretera,2
arica,cerca,2
arica,compromiso,2
arica,comunidad,2
arica,concesiones,2
arica,consejo,2
arica,constituye,2
arica,construcción,2
arica,creando,2
arica,datos,2
arica,dentro,2
arica,desafío,2
arica,establecer,2
arica,exige,2
arica,fibra,2
arica,física,2
arica,hacia,2
arica,hecho,2
arica,implementar,2
arica,información,2
arica,infraestructura,2
arica,integración,2
arica,inversión,2
arica,investigación,2
arica,naturaleza,2
arica,oportunidades,2
arica,permitirá,2
arica,plataforma,2
arica,pone,2
arica,potenciar,2
arica,procesos,2
arica,programa,2
arica,promover,2
arica,pública,2
arica,público,2
arica,realizar,2
arica,red,2
arica,responsabilidad,2
arica,rural,2
arica,ruta,2
arica,submarino,2
arica,todas,2
arica,universidades,2
arica,valparaíso,2
arica,xxi,2
arica,óptica,2
arica,única,2
armadas,inteligencia,2
armadas,personas,2
armadas,población,2
armadas,tecnología,2
artificial,atención,2
artificial,avanzando,2
artificial,capacidades,2
artificial,cierto,2
artificial,continuar,2
artificial,cosas,2
artificial,cuales,2
artificial,cámaras,2
artificial,datos,2
artificial,digital,2
artificial,innovación,2
artificial,mercado,2
artificial,miles,2
artificial,orden,2
artificial,planes,2
artificial,plataforma,2
artificial,propuesto,2
artificial,seguridad,2
artificial,servicio,2
artificial,servicios,2
artificial,trabajos,2
artificial,universidades,2
artificial,única,2
asegurar,austral,2
asegurar,campo,2
asegurar,carretera,2
asegurar,ciudadanía,2
asegurar,cobre,2
asegurar,conectividad,2
asegurar,congreso,2
asegurar,consumidores,2
asegurar,creando,2
asegurar,cuales,2
asegurar,curso,2
asegurar,derechos,2
asegurar,desafío,2
asegurar,digital,2
asegurar,doble,2
asegurar,duplicar,2
asegurar,días,2
asegurar,elementos,2
asegurar,empresa,2
asegurar,establecer,2
asegurar,fin,2
asegurar,física,2
asegurar,hacia,2
asegurar,importante,2
asegurar,industria,2
asegurar,infraestructura,2
asegurar,mejorar,2
asegurar,mercados,2
asegurar,necesario,2
asegurar,oportunidades,2
asegurar,parques,2
asegurar,países,2
asegurar,permitir,2
asegurar,período,2
asegurar,potenciar,2
asegurar,principales,2
asegurar,prioridad,2
asegurar,procesos,2
asegurar,programa,2
asegurar,proteger,2
asegurar,próximos,2
asegurar,pública,2
asegurar,realizar,2
asegurar,regional,2
asegurar,respecto,2
asegurar,responsabilidad,2
asegurar,seguir,2
asegurar,servicio,2
asegurar,siglo,2
asegurar,situación,2
asegurar,tecnología,2
asegurar,terminar,2
asegurar,toda,2
asegurar,total,2
asegurar,trabajadores,2
asegurar,trabajando,2
asegurar,turismo,2
asegurar,uso,2
asegurar,valor,2
asegurar,vehículos,2
asegurar,verdadera,2
asegurar,vía,2
asegurar,xxi,2
asegurar,zonas,2
asegurar,única,2
asia,calidad,2
asia,capacidad,2
asia,consejo,2
asia,construir,2
asia,datos,2
asia,dentro,2
asia,ello,2
asia,exige,2
asia,futuro,2
asia,magallanes,2
asia,mejorar,2
asia,permitirá,2
asia,plataforma,2
asia,pleno,2
asia,pone,2
asia,probidad,2
asia,público,2
asia,servicio,2
asia,sociedad,2
asia,través,2
asia,valparaíso,2
asia,vamos,2
asimismo,conocimiento,2
asimismo,defensa,2
asimismo,emprendimientos,2
asimismo,empresa,2
asimismo,incorporación,2
asimismo,modernización,2
asimismo,móvil,2
asimismo,paso,2
asimismo,política,2
asimismo,pymes,2
asimismo,sociedad,2
atacama,biocombustibles,2
atacama,cierto,2
atacama,doble,2
atacama,establecer,2
atacama,estrategia,2
atacama,inversión,2
atacama,limpia,2
atacama,línea,2
atacama,mar,2
atacama,política,2
atacama,protección,2
atacama,proyecto,2
atacama,regiones,2
atacama,región,2
atacama,vía,2
atención,aumentado,2
atención,aumentamos,2
atención,avanzar,2
atención,cada,2
atención,celulares,2
atención,ciudadanía,2
atención,comodidad,2
atención,computadores,2
atención,consultorios,2
atención,contar,2
atención,creando,2
atención,defensa,2
atención,derechos,2
atención,especial,2
atención,extender,2
atención,fuerza,2
atención,fundamental,2
atención,hacerlo,2
atención,haciendo,2
atención,horas,2
atención,implementación,2
atención,importantes,2
atención,información,2
atención,innovación,2
atención,intereses,2
atención,ley,2
atención,lugar,2
atención,marcha,2
atención,medicamentos,2
atención,ministerio,2
atención,modelo,2
atención,muchas,2
atención,nueva,2
atención,obras,2
atención,pandemia,2
atención,parques,2
atención,permitan,2
atención,población,2
atención,poniendo,2
atención,portal,2
atención,precios,2
atención,protección,2
atención,recursos,2
atención,red,2
atención,respeto,2
atención,rol,2
atención,sistemas,2
atención,telemedicina,2
atrás,calidad,2
atrás,ciudades,2
atrás,economía,2
atrás,eléctricos,2
atrás,nueva,2
atrás,países,2
atrás,personas,2
atrás,proyecto,2
atrás,red,2
atrás,san,2
aumentado,desarrollo,2
aumentado,energías,2
aumentado,limpias,2
aumentado,primaria,2
aumentado,productiva,2
aumentado,puesto,2
aumentado,recursos,2
aumentado,renovables,2
aumentamos,cada,2
aumentamos,calidad,2
aumentamos,ciencia,2
aumentamos,conocimiento,2
aumentamos,construir,2
aumentamos,consultorios,2
aumentamos,crédito,2
aumentamos,educación,2
aumentamos,hace,2
aumentamos,investigación,2
aumentamos,nuevos,2
aumentamos,pacientes,2
aumentamos,pesos,2
aumentamos,poner,2
aumentamos,presupuesto,2
aumentamos,primaria,2
aumentamos,profesores,2
aumentamos,puesto,2
