source,target,peso
aumentamos,pública,2
aumentamos,sistema,2
aumentamos,solo,2
aumentamos,terminar,2
aumentar,capacidad,2
aumentar,ciencia,2
aumentar,comercio,2
aumentar,comunas,2
aumentar,conectividad,2
aumentar,construir,2
aumentar,crecimiento,2
aumentar,debe,2
aumentar,digital,2
aumentar,dirección,2
aumentar,dólares,2
aumentar,embalses,2
aumentar,estrategia,2
aumentar,fortalecer,2
aumentar,fundamentales,2
aumentar,gestión,2
aumentar,iniciaremos,2
aumentar,inversiones,2
aumentar,inversión,2
aumentar,materia,2
aumentar,mejorar,2
aumentar,metro,2
aumentar,partir,2
aumentar,permitirán,2
aumentar,podemos,2
aumentar,potable,2
aumentar,privada,2
aumentar,problemas,2
aumentar,protección,2
aumentar,puede,2
aumentar,red,2
aumentar,reducir,2
aumentar,regional,2
aumentar,revolución,2
aumentar,riego,2
aumentar,rural,2
aumentar,san,2
aumentar,segundo,2
aumentar,sistema,2
aumentar,sistemas,2
aumentar,sólo,2
aumentar,transporte,2
austral,avanzar,2
austral,cerca,2
austral,compromiso,2
austral,comunidad,2
austral,concesiones,2
austral,conectar,2
austral,conectividad,2
austral,congreso,2
austral,constituye,2
austral,continente,2
austral,fundamental,2
austral,hecho,2
austral,información,2
austral,inversiones,2
austral,inversión,2
austral,kilómetros,2
austral,ley,2
austral,naturaleza,2
austral,obras,2
austral,oportunidades,2
austral,personas,2
austral,plan,2
austral,pleno,2
austral,promover,2
austral,proyectos,2
austral,pública,2
austral,realizaremos,2
austral,respecto,2
austral,rural,2
austral,san,2
austral,semana,2
austral,servicio,2
austral,sino,2
austral,solamente,2
austral,total,2
austral,turismo,2
austral,vamos,2
austral,zonas,2
avance,avanzar,2
avance,cada,2
avance,comercio,2
avance,congreso,2
avance,costo,2
avance,crear,2
avance,defensa,2
avance,empleos,2
avance,emprendedores,2
avance,especialmente,2
avance,establecer,2
avance,extender,2
avance,fortalecer,2
avance,fuerza,2
avance,hacia,2
avance,historia,2
avance,impuesto,2
avance,impulsar,2
avance,materia,2
avance,mejores,2
avance,modernización,2
avance,muchas,2
avance,mundo,2
avance,necesidades,2
avance,oportunidades,2
avance,parques,2
avance,pronto,2
avance,públicos,2
avance,red,2
avance,respeto,2
avance,servicios,2
avance,sino,2
avance,sólo,2
avance,tiempos,2
avances,cada,2
avances,ciudadanos,2
avances,contar,2
avances,cómo,2
avances,desafíos,2
avances,desarrollo,2
avances,dos,2
avances,hecho,2
avances,logrado,2
avances,pandemia,2
avances,permitir,2
avances,revolución,2
avances,significa,2
avances,tecnología,2
avanzado,compras,2
avanzado,dólares,2
avanzado,impuestos,2
avanzado,internet,2
avanzado,permisos,2
avanzado,través,2
avanzados,digital,2
avanzados,digitales,2
avanzados,economía,2
avanzados,esfuerzo,2
avanzados,gasto,2
avanzados,hace,2
avanzados,internet,2
avanzados,producto,2
avanzados,puerto,2
avanzados,solar,2
avanzados,tecnologías,2
avanzados,través,2
avanzando,aysén,2
avanzando,camino,2
avanzando,campo,2
avanzando,capacidad,2
avanzando,carretera,2
avanzando,ciudades,2
avanzando,civil,2
avanzando,cobre,2
avanzando,computador,2
avanzando,consejo,2
avanzando,continente,2
avanzando,creación,2
avanzando,creando,2
avanzando,cuatro,2
avanzando,dentro,2
avanzando,desarrollo,2
avanzando,días,2
avanzando,educación,2
avanzando,eléctricos,2
avanzando,emprendimiento,2
avanzando,exige,2
avanzando,futuro,2
avanzando,hecho,2
avanzando,impulsar,2
avanzando,integración,2
avanzando,inteligencia,2
avanzando,investigación,2
avanzando,iquique,2
avanzando,kilómetros,2
avanzando,litio,2
avanzando,magallanes,2
avanzando,mejorar,2
avanzando,ministerio,2
avanzando,modernización,2
avanzando,muchas,2
avanzando,niños,2
avanzando,norte,2
avanzando,nuevo,2
avanzando,obras,2
avanzando,permitirá,2
avanzando,plataforma,2
avanzando,pleno,2
avanzando,pone,2
avanzando,probidad,2
avanzando,procesos,2
avanzando,programa,2
avanzando,protección,2
avanzando,región,2
avanzando,sabemos,2
avanzando,santiago,2
avanzando,sector,2
avanzando,significa,2
avanzando,telefonía,2
avanzando,total,2
avanzando,williams,2
avanzar,capacidad,2
avanzar,celulares,2
avanzar,cinco,2
avanzar,cobertura,2
avanzar,comercio,2
avanzar,comisión,2
avanzar,comodidad,2
avanzar,competitivo,2
avanzar,conectividad,2
avanzar,conexión,2
avanzar,conjunto,2
avanzar,consumidores,2
avanzar,continente,2
avanzar,control,2
avanzar,crea,2
avanzar,creación,2
avanzar,creando,2
avanzar,crecimiento,2
avanzar,cuales,2
avanzar,cuatro,2
avanzar,curso,2
avanzar,debe,2
avanzar,dentro,2
avanzar,desafío,2
avanzar,desarrollados,2
avanzar,desarrollando,2
avanzar,distintas,2
avanzar,doble,2
avanzar,duplicar,2
avanzar,económico,2
avanzar,eficaces,2
avanzar,elementos,2
avanzar,empresa,2
avanzar,energética,2
avanzar,energía,2
avanzar,esfuerzo,2
avanzar,especiales,2
avanzar,especialmente,2
avanzar,esperamos,2
avanzar,familias,2
avanzar,fibra,2
avanzar,fomentar,2
avanzar,fondo,2
avanzar,futuro,2
avanzar,física,2
avanzar,gasto,2
avanzar,hacerlo,2
avanzar,hijos,2
avanzar,humano,2
avanzar,humanos,2
avanzar,implementación,2
avanzar,importante,2
avanzar,incorporar,2
avanzar,iniciamos,2
avanzar,iniciativas,2
avanzar,instituto,2
avanzar,investigación,2
avanzar,laboral,2
avanzar,libre,2
avanzar,lugares,2
avanzar,líneas,2
avanzar,manera,2
avanzar,medicamentos,2
avanzar,mercados,2
avanzar,metas,2
avanzar,miles,2
avanzar,modernizar,2
avanzar,múltiples,2
avanzar,nación,2
avanzar,necesario,2
avanzar,nuevas,2
avanzar,penas,2
avanzar,pequeñas,2
avanzar,permisos,2
avanzar,permitir,2
avanzar,permitirá,2
avanzar,personas,2
avanzar,período,2
avanzar,planes,2
avanzar,pleno,2
avanzar,política,2
avanzar,potenciar,2
avanzar,prevención,2
avanzar,principales,2
avanzar,probidad,2
avanzar,procesos,2
avanzar,programa,2
avanzar,promedio,2
avanzar,próximos,2
avanzar,puedan,2
avanzar,puede,2
avanzar,queremos,2
avanzar,reformas,2
avanzar,regional,2
avanzar,relación,2
avanzar,responsabilidad,2
avanzar,rol,2
avanzar,sabemos,2
avanzar,salto,2
avanzar,sectores,2
avanzar,seguro,2
avanzar,semana,2
avanzar,servicio,2
avanzar,situación,2
avanzar,social,2
avanzar,tecnologías,2
avanzar,teléfonos,2
avanzar,terminar,2
avanzar,toda,2
avanzar,trabajadores,2
avanzar,trabajando,2
avanzar,trámites,2
avanzar,turismo,2
avanzar,uso,2
avanzar,utilizar,2
avanzar,van,2
avanzar,vecinos,2
avanzar,verde,2
avanzar,vivir,2
avanzar,vía,2
avanzar,zonas,2
avanzar,óptica,2
avanzar,única,2
avanzaremos,bío,2
avanzaremos,computador,2
avanzaremos,consejo,2
avanzaremos,datos,2
avanzaremos,exige,2
avanzaremos,futuro,2
avanzaremos,incorporación,2
avanzaremos,mejorar,2
avanzaremos,mundo,2
avanzaremos,paso,2
avanzaremos,permita,2
avanzaremos,plataforma,2
avanzaremos,pone,2
avanzaremos,probidad,2
avanzaremos,puerto,2
avanzaremos,público,2
avanzaremos,regiones,2
avanzaremos,servicio,2
avanzaremos,sociedad,2
avanzaremos,sur,2
avanzaremos,tecnologías,2
avanzaremos,todas,2
avanzaremos,vamos,2
avanzaremos,vida,2
aysén,bío,2
aysén,cada,2
aysén,centro,2
aysén,conectar,2
aysén,conexiones,2
aysén,digital,2
aysén,distintas,2
aysén,días,2
aysén,kilómetros,2
aysén,mundo,2
aysén,obras,2
aysén,realizaremos,2
aysén,red,2
aysén,williams,2
banda,calidad,2
banda,cinco,2
banda,computador,2
banda,digital,2
banda,gratuito,2
banda,liceos,2
banda,magallanes,2
banda,manera,2
banda,móvil,2
banda,paso,2
banda,profesores,2
banda,red,2
banda,rurales,2
banda,servicio,2
banda,universidades,2
banda,usuarios,2
base,biocombustibles,2
base,ciencia,2
base,conocimiento,2
base,desarrollar,2
base,fuerte,2
base,innovación,2
base,solo,2
bases,productiva,2
bases,segundo,2
basta,consultorios,2
basta,hospitales,2
basta,innovación,2
basta,ley,2
basta,mejorar,2
basta,nuevos,2
basta,países,2
basta,política,2
basta,terminar,2
beneficios,bío,2
beneficios,cerca,2
beneficios,ciencia,2
beneficios,materia,2
beneficios,política,2
beneficios,regiones,2
beneficios,sociedad,2
beneficios,tecnología,2
bienes,calidad,2
bienes,cambio,2
bienes,celulares,2
bienes,ciudadanos,2
bienes,comercio,2
bienes,comodidad,2
bienes,competencia,2
bienes,compromiso,2
bienes,computadores,2
bienes,conexión,2
bienes,costo,2
bienes,defensa,2
bienes,derechos,2
bienes,económico,2
bienes,emprendedores,2
bienes,emprendimiento,2
bienes,establecer,2
bienes,familias,2
bienes,fibra,2
bienes,fin,2
bienes,fuerte,2
bienes,fuerza,2
bienes,hacia,2
bienes,hará,2
bienes,hijos,2
bienes,historia,2
bienes,humanos,2
bienes,impuesto,2
bienes,incorporar,2
bienes,intereses,2
bienes,medicamentos,2
bienes,meta,2
bienes,miles,2
bienes,nueva,2
bienes,parques,2
bienes,pasado,2
bienes,permitir,2
bienes,planes,2
bienes,pleno,2
bienes,podemos,2
bienes,políticas,2
bienes,prioridad,2
bienes,proyecto,2
bienes,red,2
bienes,regiones,2
bienes,respecto,2
bienes,salud,2
bienes,seguir,2
bienes,seguro,2
bienes,semana,2
bienes,significa,2
bienes,sino,2
bienes,social,2
bienes,solamente,2
bienes,tan,2
bienes,tecnología,2
bienes,tecnologías,2
bienes,teléfonos,2
bienes,trabajo,2
bienes,través,2
bienes,valor,2
bienes,vida,2
bienes,vivir,2
bienes,óptica,2
biocombustibles,biocombustibles,2
biocombustibles,creamos,2
biocombustibles,economía,2
biocombustibles,eficiencia,2
biocombustibles,energética,2
biocombustibles,energía,2
biocombustibles,generación,2
biocombustibles,gracias,2
biocombustibles,historia,2
biocombustibles,importante,2
biocombustibles,iniciaremos,2
biocombustibles,materia,2
biocombustibles,meses,2
biocombustibles,mientras,2
biocombustibles,permite,2
biocombustibles,política,2
biocombustibles,precios,2
biocombustibles,primera,2
biocombustibles,propios,2
biocombustibles,próximos,2
biocombustibles,recursos,2
biocombustibles,san,2
biocombustibles,sector,2
biocombustibles,segunda,2
biocombustibles,tecnológico,2
biocombustibles,vamos,2
brecha,cada,2
brecha,computadores,2
brecha,desarrollados,2
brecha,educación,2
brecha,equipos,2
brecha,hace,2
brecha,mensaje,2
brecha,metas,2
brecha,países,2
brecha,primer,2
brecha,principales,2
brecha,proceso,2
brecha,reducir,2
brecha,siglo,2
brecha,sistema,2
brecha,situación,2
brecha,sólo,2
brecha,telecomunicaciones,2
brecha,todas,2
brecha,tres,2
buses,cada,2
buses,caminos,2
buses,comunas,2
buses,especial,2
buses,mejoramiento,2
buses,plan,2
buses,rurales,2
buses,sectores,2
básico,cada,2
básico,calidad,2
básico,clase,2
básico,entregado,2
básico,especialmente,2
básico,física,2
básico,información,2
básico,internet,2
básico,medio,2
básico,nueva,2
básico,nuevas,2
básico,nuevos,2
básico,población,2
básico,promedio,2
básico,tecnología,2
básico,uso,2
básico,vamos,2
bío,cada,2
bío,capacidad,2
bío,central,2
bío,conectando,2
bío,construcción,2
bío,construir,2
bío,desarrollando,2
bío,desarrollar,2
bío,distintas,2
bío,dos,2
bío,décadas,2
bío,ello,2
bío,entonces,2
bío,entregamos,2
bío,evitar,2
bío,futuro,2
bío,grandes,2
bío,hacia,2
bío,implementar,2
bío,iniciamos,2
bío,iniciaremos,2
bío,inversiones,2
bío,lagos,2
bío,largo,2
bío,mar,2
bío,necesitamos,2
bío,norte,2
bío,plan,2
bío,planes,2
bío,plazo,2
bío,política,2
bío,programa,2
bío,quince,2
bío,realizando,2
bío,recursos,2
bío,riego,2
bío,ruta,2
bío,significativamente,2
bío,sistemas,2
bío,soluciones,2
bío,sur,2
bío,tres,2
bío,turismo,2
bío,valparaíso,2
cable,cable,2
cable,calidad,2
cable,capacidad,2
cable,conectar,2
cable,conectividad,2
cable,conexiones,2
cable,consejo,2
cable,construcción,2
cable,datos,2
cable,dentro,2
cable,dis,2
cable,ello,2
cable,exige,2
cable,futuro,2
cable,hogares,2
cable,magallanes,2
cable,mejorar,2
cable,nueva,2
cable,número,2
cable,permitirá,2
cable,plataforma,2
cable,pleno,2
cable,pone,2
cable,probidad,2
cable,público,2
cable,servicio,2
cable,significa,2
cable,sociedad,2
cable,través,2
cable,viviendas,2
cada,campo,2
cada,capacidad,2
cada,carreteras,2
cada,central,2
cada,centro,2
cada,científico,2
cada,cobertura,2
cada,cobre,2
cada,colaboración,2
cada,comercio,2
cada,compras,2
cada,comunas,2
cada,conjunto,2
cada,contar,2
cada,control,2
cada,crearemos,2
cada,crecimiento,2
cada,crédito,2
cada,dentro,2
cada,derechos,2
cada,desafíos,2
cada,desarrollado,2
cada,desarrollando,2
cada,después,2
cada,décadas,2
cada,días,2
cada,dólares,2
cada,eficaces,2
cada,ejemplo,2
cada,empleos,2
cada,emprendimiento,2
cada,empresas,2
cada,energía,2
cada,enfrentar,2
cada,especial,2
cada,especiales,2
cada,esperamos,2
cada,excelencia,2
cada,fomentar,2
cada,historia,2
cada,humano,2
cada,implementación,2
cada,impuestos,2
cada,impulsando,2
cada,impulsar,2
cada,industria,2
cada,iniciamos,2
cada,iniciativas,2
cada,junto,2
cada,lugares,2
cada,marzo,2
cada,materia,2
cada,maule,2
cada,mejores,2
cada,menos,2
cada,metas,2
cada,metro,2
cada,modernizar,2
cada,mujeres,2
cada,múltiples,2
cada,nación,2
cada,naturales,2
cada,naturaleza,2
cada,necesidades,2
cada,norte,2
cada,número,2
cada,obras,2
cada,pandemia,2
cada,partir,2
cada,penas,2
cada,pequeñas,2
cada,permita,2
cada,período,2
cada,podemos,2
cada,política,2
cada,posible,2
cada,presupuesto,2
cada,prevención,2
cada,principales,2
cada,productivo,2
cada,producto,2
cada,promedio,2
cada,propuesto,2
cada,proteger,2
cada,próximos,2
cada,pública,2
cada,quince,2
cada,relación,2
cada,respecto,2
cada,rurales,2
cada,ruta,2
cada,sabemos,2
cada,salto,2
cada,salud,2
cada,santiago,2
cada,sectores,2
cada,seguir,2
cada,segunda,2
cada,segundo,2
cada,seguridad,2
cada,significa,2
cada,sino,2
cada,solamente,2
cada,solo,2
cada,sur,2
cada,tal,2
cada,tan,2
cada,tiempo,2
cada,toda,2
cada,trabajando,2
cada,trámites,2
cada,ustedes,2
cada,utilizar,2
cada,velocidad,2
cada,víctimas,2
cada,última,2
calidad,capacitar,2
calidad,capitales,2
calidad,científico,2
calidad,compromiso,2
calidad,comunidad,2
calidad,consejo,2
calidad,continente,2
calidad,creación,2
calidad,creado,2
calidad,crear,2
calidad,cuatro,2
calidad,datos,2
calidad,deben,2
calidad,delincuencia,2
calidad,después,2
calidad,diferencia,2
calidad,dos,2
calidad,década,2
calidad,económico,2
calidad,eficiencia,2
calidad,eléctricos,2
calidad,empleo,2
calidad,emprendimiento,2
calidad,entregamos,2
calidad,estándares,2
calidad,exige,2
calidad,frente,2
calidad,fuerte,2
calidad,fundamental,2
calidad,hará,2
calidad,hospital,2
calidad,humanos,2
calidad,implementar,2
calidad,incorporar,2
calidad,información,2
calidad,instituciones,2
calidad,investigación,2
calidad,laboratorios,2
calidad,libre,2
calidad,localidades,2
calidad,magallanes,2
calidad,medio,2
calidad,miles,2
calidad,misión,2
calidad,montt,2
calidad,norte,2
calidad,nuevos,2
calidad,oportunidad,2
calidad,pandemia,2
calidad,países,2
calidad,permanente,2
calidad,plan,2
calidad,plataforma,2
calidad,pleno,2
calidad,podemos,2
calidad,políticas,2
calidad,primero,2
calidad,probidad,2
calidad,procesos,2
calidad,productiva,2
calidad,proyectos,2
calidad,pusimos,2
calidad,públicas,2
calidad,realizar,2
calidad,región,2
calidad,requiere,2
calidad,rol,2
calidad,sabemos,2
calidad,salarios,2
calidad,santiago,2
calidad,segundo,2
calidad,semana,2
calidad,significativamente,2
calidad,social,2
calidad,submarino,2
calidad,superior,2
calidad,sur,2
calidad,tecnológico,2
calidad,telefonía,2
calidad,tercer,2
calidad,trabajadores,2
calidad,universidades,2
calidad,valparaíso,2
calidad,vivienda,2
calidad,vivir,2
cambio,campo,2
cambio,capacitar,2
cambio,ciencia,2
cambio,compromiso,2
cambio,consejo,2
cambio,construcción,2
cambio,continente,2
cambio,creatividad,2
cambio,cómo,2
cambio,datos,2
cambio,ejemplo,2
cambio,enfrentar,2
cambio,establecer,2
cambio,exige,2
cambio,fuerte,2
cambio,hará,2
cambio,imaginación,2
cambio,innovación,2
cambio,inversión,2
cambio,laboratorios,2
cambio,libertad,2
cambio,libre,2
cambio,marcha,2
cambio,mejorar,2
cambio,menos,2
cambio,modernización,2
cambio,naturales,2
cambio,naturaleza,2
cambio,necesidades,2
cambio,niños,2
cambio,nuevas,2
cambio,oportunidad,2
cambio,permita,2
cambio,permitirá,2
cambio,plataforma,2
cambio,pone,2
cambio,probidad,2
cambio,procesos,2
cambio,puerto,2
cambio,público,2
cambio,públicos,2
cambio,servicio,2
cambio,sino,2
cambio,solamente,2
cambio,sólo,2
cambio,tan,2
cambio,tecnología,2
cambio,tiempo,2
cambio,trabajadores,2
cambio,trabajo,2
cambio,trabajos,2
cambio,verde,2
cambios,duplicar,2
cambios,enseñanza,2
cambios,escuelas,2
cambios,estrategia,2
cambios,modernización,2
cambios,pusimos,2
cambios,público,2
cambios,públicos,2
cambios,sistema,2
cambios,través,2
cambios,trámites,2
camino,caminos,2
camino,cobre,2
camino,conectividad,2
camino,desarrollo,2
camino,doble,2
camino,empleo,2
camino,nuevo,2
camino,posible,2
camino,público,2
camino,sur,2
camino,tecnología,2
camino,universidades,2
camino,vamos,2
camino,verde,2
camino,vía,2
caminos,comunas,2
caminos,conectividad,2
caminos,costo,2
caminos,digital,2
caminos,doble,2
caminos,dos,2
caminos,embalses,2
caminos,emprendedores,2
caminos,emprendimiento,2
caminos,impuesto,2
caminos,impulso,2
caminos,internacional,2
caminos,inversiones,2
caminos,inversión,2
caminos,ley,2
caminos,mejores,2
caminos,nueva,2
caminos,oportunidades,2
caminos,posible,2
caminos,regionales,2
caminos,región,2
caminos,riego,2
caminos,rural,2
caminos,rurales,2
caminos,sectores,2
caminos,segundo,2
caminos,servicios,2
caminos,sur,2
caminos,tarea,2
caminos,tecnología,2
caminos,universidades,2
caminos,vía,2
campo,celulares,2
campo,cerca,2
campo,cobertura,2
campo,comodidad,2
campo,competencia,2
campo,competitivo,2
campo,computadores,2
campo,comunidad,2
campo,concesiones,2
campo,conectividad,2
campo,conexión,2
campo,constituye,2
campo,continente,2
campo,crear,2
campo,cuatro,2
campo,dos,2
campo,económico,2
campo,eficaces,2
campo,esfuerzo,2
campo,esperamos,2
campo,extender,2
campo,fibra,2
campo,financiamiento,2
campo,fuerte,2
campo,fundamental,2
campo,grandes,2
campo,hará,2
campo,hecho,2
campo,hijos,2
campo,humanos,2
campo,incorporar,2
campo,información,2
campo,iniciativas,2
campo,innovación,2
campo,libre,2
campo,medicamentos,2
campo,mejores,2
campo,meta,2
campo,montt,2
campo,muchas,2
campo,nueva,2
campo,nuevos,2
campo,permita,2
campo,pesos,2
campo,planes,2
campo,pleno,2
campo,podemos,2
campo,política,2
campo,políticas,2
campo,proteger,2
campo,próximos,2
campo,puerto,2
campo,públicos,2
campo,regiones,2
campo,respeto,2
campo,salud,2
campo,seguro,2
campo,semana,2
campo,social,2
campo,sólo,2
campo,tecnológico,2
campo,teléfonos,2
campo,tiempos,2
campo,total,2
campo,trabajo,2
campo,verdadera,2
campo,vivir,2
campo,óptica,2
capacidad,capacidad,2
capacidad,comunas,2
capacidad,conocimiento,2
capacidad,consejo,2
capacidad,continente,2
capacidad,crecimiento,2
capacidad,datos,2
capacidad,dentro,2
capacidad,duplicar,2
capacidad,ejemplo,2
capacidad,eléctrica,2
capacidad,empresa,2
capacidad,entregamos,2
capacidad,esfuerzo,2
capacidad,especiales,2
capacidad,especialmente,2
capacidad,establecer,2
capacidad,fibra,2
capacidad,fomentar,2
capacidad,fundamental,2
capacidad,grandes,2
capacidad,hacia,2
capacidad,hecho,2
capacidad,humano,2
capacidad,implementación,2
capacidad,implementar,2
capacidad,impulso,2
capacidad,incluye,2
capacidad,iniciamos,2
capacidad,iniciaremos,2
